Pattern,KeepDuration,Result,TransactionCount,TimeDiff,PriceDiff,Name,Strategy,BidRatio,OrderBuyTimeDiff,BuyPrice,BuyTime,GlobalMinBuyRatio,GlobalMaxBuyRatio,BuyMinRatio,BuyMaxRatio,BuyPeak,AllPeaks,TransactionCount,TotalLimit,TotalVsLongSellWall,TransactionCountBuyRatio,TotalVsSellWall,BuyVsSellWall,TotalVsBuyRatio,TotalVsLongBuyWall,TotalVsBuyWall
-3.99221;9.7371;-8.15739;7.1977;-5.87678;4.2654;-15.9115;510;1260;630;90;840;540;5349;1;1;0;0;1;0;0;1;6;0;2;4;0,45,[[8.16109370e-07 9.99999184e-01]];[[0.05241276 0.94758724]];[[0.42978632 0.57021368]];[[0.57084704 0.42915296]];[[0.31094831 0.68905169]],59,0,0.000000,NAS,CURVE_BIN_LEARNER,1.024947,30.000000,0.000047,2020-Jul-25 21:09:57,1.000000,1.075869,0.998943,0.976264,0 &1.79769e+308 ,5.12e-05 20200719T053000&5.34e-05 20200719T113000&5.135e-05 20200719T200000&5.635e-05 20200720T170000&5.335e-05 20200720T193000&5.485e-05 20200720T210000&5.21e-05 20200721T033000&5.585e-05 20200721T050000&5.345e-05 20200721T080000&5.47e-05 20200721T120000&5.275e-05 20200721T190000&5.5e-05 20200722T040000&5.3e-05 20200722T143000&5.41e-05 20200722T220000&4.97e-05 20200724T020000&5.105e-05 20200724T174200&4.725e-05 20200725T211129&4.73e-05 20200725T210957|5.12e-05 20200719T053000&5.34e-05 20200719T113000&5.135e-05 20200719T200000&5.635e-05 20200720T170000&5.21e-05 20200721T033000&5.585e-05 20200721T050000&5.275e-05 20200721T190000&5.5e-05 20200722T040000&4.73e-05 20200725T210957|5.635e-05 20200720T170000&5.21e-05 20200721T033000&5.585e-05 20200721T050000&5.275e-05 20200721T190000&5.5e-05 20200722T040000&4.73e-05 20200725T210957|5.635e-05 20200720T170000&5.21e-05 20200721T033000&5.585e-05 20200721T050000&4.73e-05 20200725T210957|5.635e-05 20200720T170000&5.21e-05 20200721T033000&5.585e-05 20200721T050000&4.73e-05 20200725T210957|5.635e-05 20200720T170000&5.21e-05 20200721T033000&4.73e-05 20200725T210957|4.73e-05 20200725T210957,5.1,1.19019,4.52956,0.666667,0.0238037,0.025056,0.174671,1.57035,1.05261
-23.3184;10.1644;-11.3966;3.23458;-8.51605;6.57769;-4.25863;2610;1200;1590;270;1392;694;742;0;1;1;1;1;1;0;0;0;9;-4;4;0,36,[[2.32210355e-05 9.99976779e-01]];[[0.54964877 0.45035123]];[[0.70980485 0.29019515]];[[0.56487261 0.43512739]];[[0.42934617 0.57065383]],113,14696,0.005941,REN,CURVE_BIN_LEARNER,1.026581,6.000000,0.000016,2020-Jul-25 21:39:26,0.994094,1.022070,1.001901,0.974403,0 &1.79769e+308 ,1.943e-05 20200719T013000&1.842e-05 20200719T163000&2.0625e-05 20200720T000000&1.837e-05 20200720T140000&1.877e-05 20200720T160000&1.791e-05 20200721T003000&1.838e-05 20200721T023000&1.6725e-05 20200721T193000&1.761e-05 20200722T010000&1.7175e-05 20200722T113000&1.8425e-05 20200722T153000&1.7785e-05 20200722T183000&1.8285e-05 20200722T213000&1.654e-05 20200723T180000&1.7075e-05 20200723T223000&1.5735e-05 20200724T214200&1.632e-05 20200724T232400&1.596e-05 20200724T234800&1.677e-05 20200725T091600&1.599e-05 20200725T173400&1.644e-05 20200725T200100&1.6035e-05 20200725T213923&1.60046e-05 20200725T213926|1.943e-05 20200719T013000&1.842e-05 20200719T163000&2.0625e-05 20200720T000000&1.6725e-05 20200721T193000&1.8425e-05 20200722T153000&1.654e-05 20200723T180000&1.7075e-05 20200723T223000&1.5735e-05 20200724T214200&1.677e-05 20200725T091600&1.60046e-05 20200725T213926|1.943e-05 20200719T013000&1.842e-05 20200719T163000&2.0625e-05 20200720T000000&1.6725e-05 20200721T193000&1.8425e-05 20200722T153000&1.5735e-05 20200724T214200&1.677e-05 20200725T091600&1.60046e-05 20200725T213926|1.842e-05 20200719T163000&2.0625e-05 20200720T000000&1.6725e-05 20200721T193000&1.8425e-05 20200722T153000&1.5735e-05 20200724T214200&1.60046e-05 20200725T213926|1.842e-05 20200719T163000&2.0625e-05 20200720T000000&1.6725e-05 20200721T193000&1.8425e-05 20200722T153000&1.5735e-05 20200724T214200&1.60046e-05 20200725T213926|1.842e-05 20200719T163000&2.0625e-05 20200720T000000&1.6725e-05 20200721T193000&1.8425e-05 20200722T153000&1.60046e-05 20200725T213926|1.842e-05 20200719T163000&2.0625e-05 20200720T000000&1.6725e-05 20200721T193000&1.8425e-05 20200722T153000&1.60046e-05 20200725T213926,10.9,1.18322,1.00539,0.137615,0.0236645,0.0164654,0.0588215,0.866567,0.695786
-7.21542;6.41653;-4.30207;6.89554;-4.92703;3.87631;-8.04279;182;99;90;131;55;43;249;0;0;1;1;1;0;8;2;6;0;7;4;2,4,[[6.99764655e-04 9.99300235e-01]];[[0.45068412 0.54931588]];[[0.67800624 0.32199376]];[[0.58775182 0.41224818]];[[0.68010395 0.31989605]],80,0,0.000000,SXP,CURVE_BIN_LEARNER,0.967039,182.000000,0.000216,2020-Jul-25 22:30:37,1.000000,1.091356,0.956632,1.022877,0 &1.79769e+308 ,0.000131095 20200718T233000&0.0001284 20200719T000000&0.00014128 20200719T020000&0.00013842 20200719T023000&0.00014406 20200719T030000&0.000136795 20200719T043000&0.000143925 20200719T053000&0.00013796 20200719T090000&0.000142545 20200719T100000&0.000130595 20200719T140000&0.00013535 20200719T150000&0.0001277 20200719T160000&0.00017703 20200719T230000&0.000171505 20200720T000000&0.000177895 20200720T010000&0.000171675 20200720T030000&0.000206 20200720T063000&0.000194075 20200720T083000&0.000211305 20200720T120000&0.000183195 20200720T133000&0.00019026 20200720T160000&0.000182645 20200720T170000&0.000188645 20200720T173000&0.00016504 20200720T200000&0.00018758 20200720T230000&0.000159525 20200721T030000&0.000167505 20200721T040000&0.00015422 20200721T053000&0.00017845 20200721T070000&0.000167055 20200721T083000&0.00017237 20200721T090000&0.000161845 20200721T103000&0.000165395 20200721T120000&0.000158625 20200721T140000&0.000183775 20200721T210000&0.00017422 20200721T230000&0.00018763 20200722T020000&0.00018268 20200722T030000&0.000186685 20200722T043000&0.0001763 20200722T100000&0.00018158 20200722T113000&0.000164945 20200722T180000&0.000168935 20200722T183000&0.00016297 20200722T200000&0.00017009 20200722T213000&0.00015924 20200722T230000&0.000172 20200723T010000&0.0001685 20200723T050000&0.000171935 20200723T060000&0.00016588 20200723T083000&0.000175025 20200723T123000&0.000161905 20200723T193000&0.000168605 20200723T210000&0.000163775 20200723T222100&0.00017286 20200723T230300&0.000167985 20200724T010000&0.000171465 20200724T011200&0.000165385 20200724T032100&0.0001717 20200724T041800&0.000168235 20200724T081800&0.00017513 20200724T093600&0.000171215 20200724T105700&0.000205175 20200724T132400&0.00019703 20200724T135100&0.00020098 20200724T140000&0.00019202 20200724T145700&0.000199855 20200724T160300&0.000189255 20200724T174200&0.00019722 20200724T185100&0.000192335 20200724T191200&0.000198365 20200724T193900&0.00019377 20200724T200300&0.000199295 20200724T203900&0.00019482 20200724T210300&0.00021937 20200724T214800&0.000210735 20200724T220000&0.0002165 20200724T220600&0.000205975 20200724T232400&0.000231985 20200725T013300&0.0002228 20200725T024500&0.000227375 20200725T031500&0.00021936 20200725T041800&0.00023669 20200725T052400&0.00022959 20200725T055000&0.000235055 20200725T061100&0.000221915 20200725T073100&0.000232175 20200725T082100&0.00021665 20200725T104000&0.00022229 20200725T104500&0.00021655 20200725T112300&0.000230445 20200725T130200&0.00022094 20200725T143200&0.000236175 20200725T164300&0.000225085 20200725T173800&0.00023381 20200725T182100&0.000218945 20200725T205000&0.00022442 20200725T212021&0.00020702 20200725T223109&0.000216405 20200725T223037|0.00014406 20200719T030000&0.000136795 20200719T043000&0.000143925 20200719T053000&0.00013796 20200719T090000&0.000142545 20200719T100000&0.000130595 20200719T140000&0.00013535 20200719T150000&0.0001277 20200719T160000&0.00017703 20200719T230000&0.000171505 20200720T000000&0.000177895 20200720T010000&0.000171675 20200720T030000&0.000206 20200720T063000&0.000194075 20200720T083000&0.000211305 20200720T120000&0.000183195 20200720T133000&0.00019026 20200720T160000&0.000182645 20200720T170000&0.000188645 20200720T173000&0.00016504 20200720T200000&0.00018758 20200720T230000&0.000159525 20200721T030000&0.000167505 20200721T040000&0.00015422 20200721T053000&0.00017845 20200721T070000&0.000167055 20200721T083000&0.00017237 20200721T090000&0.000158625 20200721T140000&0.000183775 20200721T210000&0.00017422 20200721T230000&0.00018763 20200722T020000&0.00016297 20200722T200000&0.00017009 20200722T213000&0.00015924 20200722T230000&0.000172 20200723T010000&0.00016588 20200723T083000&0.000175025 20200723T123000&0.000161905 20200723T193000&0.00017286 20200723T230300&0.000165385 20200724T032100&0.000205175 20200724T132400&0.00019202 20200724T145700&0.000199855 20200724T160300&0.000189255 20200724T174200&0.00021937 20200724T214800&0.000205975 20200724T232400&0.000231985 20200725T013300&0.00021936 20200725T041800&0.00023669 20200725T052400&0.000221915 20200725T073100&0.000232175 20200725T082100&0.00021655 20200725T112300&0.000230445 20200725T130200&0.00022094 20200725T143200&0.000236175 20200725T164300&0.000225085 20200725T173800&0.00023381 20200725T182100&0.000216405 20200725T223037|0.00014406 20200719T030000&0.000136795 20200719T043000&0.000143925 20200719T053000&0.0001277 20200719T160000&0.000206 20200720T063000&0.000194075 20200720T083000&0.000211305 20200720T120000&0.00016504 20200720T200000&0.00018758 20200720T230000&0.000159525 20200721T030000&0.000167505 20200721T040000&0.00015422 20200721T053000&0.00017845 20200721T070000&0.000158625 20200721T140000&0.000183775 20200721T210000&0.00017422 20200721T230000&0.00018763 20200722T020000&0.00016297 20200722T200000&0.00017009 20200722T213000&0.00015924 20200722T230000&0.000175025 20200723T123000&0.000161905 20200723T193000&0.00017286 20200723T230300&0.000165385 20200724T032100&0.000205175 20200724T132400&0.00019202 20200724T145700&0.000199855 20200724T160300&0.000189255 20200724T174200&0.00021937 20200724T214800&0.000205975 20200724T232400&0.000231985 20200725T013300&0.00021936 20200725T041800&0.00023669 20200725T052400&0.000221915 20200725T073100&0.000232175 20200725T082100&0.00021655 20200725T112300&0.000230445 20200725T130200&0.00022094 20200725T143200&0.000236175 20200725T164300&0.000216405 20200725T223037|0.00014406 20200719T030000&0.000136795 20200719T043000&0.000143925 20200719T053000&0.0001277 20200719T160000&0.000206 20200720T063000&0.000194075 20200720T083000&0.000211305 20200720T120000&0.00016504 20200720T200000&0.00018758 20200720T230000&0.000159525 20200721T030000&0.000167505 20200721T040000&0.00015422 20200721T053000&0.00017845 20200721T070000&0.000158625 20200721T140000&0.000183775 20200721T210000&0.00017422 20200721T230000&0.00018763 20200722T020000&0.00015924 20200722T230000&0.000175025 20200723T123000&0.000161905 20200723T193000&0.000205175 20200724T132400&0.000189255 20200724T174200&0.00021937 20200724T214800&0.000205975 20200724T232400&0.000231985 20200725T013300&0.00021936 20200725T041800&0.00023669 20200725T052400&0.00021655 20200725T112300&0.000236175 20200725T164300&0.000216405 20200725T223037|0.00014406 20200719T030000&0.0001277 20200719T160000&0.000211305 20200720T120000&0.00016504 20200720T200000&0.00018758 20200720T230000&0.00015422 20200721T053000&0.00017845 20200721T070000&0.000158625 20200721T140000&0.00018763 20200722T020000&0.00015924 20200722T230000&0.000175025 20200723T123000&0.000161905 20200723T193000&0.000205175 20200724T132400&0.000189255 20200724T174200&0.00021937 20200724T214800&0.000205975 20200724T232400&0.00023669 20200725T052400&0.00021655 20200725T112300&0.000236175 20200725T164300&0.000216405 20200725T223037|0.00014406 20200719T030000&0.0001277 20200719T160000&0.000211305 20200720T120000&0.00016504 20200720T200000&0.00018758 20200720T230000&0.00015422 20200721T053000&0.00017845 20200721T070000&0.000158625 20200721T140000&0.00018763 20200722T020000&0.00015924 20200722T230000&0.000175025 20200723T123000&0.000161905 20200723T193000&0.000205175 20200724T132400&0.000189255 20200724T174200&0.00023669 20200725T052400&0.00021655 20200725T112300&0.000236175 20200725T164300&0.000216405 20200725T223037|0.00014406 20200719T030000&0.0001277 20200719T160000&0.000211305 20200720T120000&0.00016504 20200720T200000&0.00018758 20200720T230000&0.00015422 20200721T053000&0.00017845 20200721T070000&0.000158625 20200721T140000&0.00018763 20200722T020000&0.00015924 20200722T230000&0.00023669 20200725T052400&0.00021655 20200725T112300&0.000236175 20200725T164300&0.000216405 20200725T223037,17.1,9.98763,2.5399,0.339181,0.199753,0.0774892,0.315564,0.530044,0.387926
-3.76076;6.97987;-4.2058;6.7652;-3.49293;7.68952;-3.91292;6;13;33;169;76;75;7;0;0;7;1;1;1;0;1;1;0;5;0;0,15,[[0.04535596 0.95464404]];[[0.56574722 0.43425278]];[[0.89286821 0.10713179]];[[0.66647775 0.33352225]];[[0.72776564 0.27223436]],80,0,0.000000,SOL,CURVE_BIN_LEARNER,0.972172,19.000000,0.000142,2020-Jul-25 22:22:19,0.911102,1.039129,0.970659,0.957533,0 &1.79769e+308 ,9.8565e-05 20200719T193000&0.00010077 20200719T223000&9.3625e-05 20200720T103000&9.708e-05 20200720T173000&9.402e-05 20200721T013000&0.0001054 20200721T120000&0.000102365 20200721T133000&0.00010724 20200721T170000&0.000103985 20200721T230000&0.000116575 20200722T033000&0.000111585 20200722T043000&0.000115455 20200722T053000&0.000111385 20200722T090000&0.00011583 20200722T133000&0.000105995 20200723T010000&0.00011474 20200723T110000&0.00010643 20200723T170000&0.000111045 20200723T225400&0.00010607 20200724T030300&0.0001089 20200724T040900&0.00010233 20200724T124500&0.000104585 20200724T133900&0.00010217 20200724T224200&0.00012759 20200725T073600&0.00012035 20200725T075500&0.00012508 20200725T081200&0.00012012 20200725T094200&0.00012974 20200725T102200&0.00012639 20200725T102700&0.00013036 20200725T103600&0.000123075 20200725T110300&0.0001261 20200725T124800&0.00012327 20200725T130400&0.000130755 20200725T134800&0.00012572 20200725T140000&0.00013102 20200725T141500&0.00012508 20200725T145400&0.000135055 20200725T160000&0.00013016 20200725T160600&0.000139245 20200725T161900&0.00013608 20200725T162200&0.00013923 20200725T162700&0.000133625 20200725T165200&0.00013938 20200725T172600&0.000136265 20200725T173600&0.00013988 20200725T183800&0.0001365 20200725T184500&0.00014243 20200725T191500&0.00013835 20200725T192900&0.000142665 20200725T194100&0.00013785 20200725T205700&0.00014845 20200725T221201&0.000142146 20200725T222219|9.3625e-05 20200720T103000&9.708e-05 20200720T173000&9.402e-05 20200721T013000&0.00010724 20200721T170000&0.000103985 20200721T230000&0.000116575 20200722T033000&0.000111585 20200722T043000&0.000115455 20200722T053000&0.000111385 20200722T090000&0.00011583 20200722T133000&0.000105995 20200723T010000&0.00011474 20200723T110000&0.00010643 20200723T170000&0.000111045 20200723T225400&0.00010217 20200724T224200&0.00012759 20200725T073600&0.00012035 20200725T075500&0.00012508 20200725T081200&0.00012012 20200725T094200&0.00013036 20200725T103600&0.000123075 20200725T110300&0.000130755 20200725T134800&0.00012572 20200725T140000&0.00013102 20200725T141500&0.00012508 20200725T145400&0.000135055 20200725T160000&0.00013016 20200725T160600&0.000139245 20200725T161900&0.000133625 20200725T165200&0.000142665 20200725T194100&0.00013785 20200725T205700&0.00014845 20200725T221201&0.000142146 20200725T222219|9.3625e-05 20200720T103000&0.000116575 20200722T033000&0.000105995 20200723T010000&0.00011474 20200723T110000&0.00010643 20200723T170000&0.000111045 20200723T225400&0.00010217 20200724T224200&0.00012759 20200725T073600&0.00012012 20200725T094200&0.00013036 20200725T103600&0.000123075 20200725T110300&0.00013102 20200725T141500&0.00012508 20200725T145400&0.000139245 20200725T161900&0.000133625 20200725T165200&0.00014845 20200725T221201&0.000142146 20200725T222219|9.3625e-05 20200720T103000&0.000116575 20200722T033000&0.000105995 20200723T010000&0.00011474 20200723T110000&0.00010217 20200724T224200&0.00012759 20200725T073600&0.00012012 20200725T094200&0.00013036 20200725T103600&0.000123075 20200725T110300&0.00014845 20200725T221201&0.000142146 20200725T222219|9.3625e-05 20200720T103000&0.000116575 20200722T033000&0.000105995 20200723T010000&0.00011474 20200723T110000&0.00010217 20200724T224200&0.00014845 20200725T221201&0.000142146 20200725T222219|9.3625e-05 20200720T103000&0.000116575 20200722T033000&0.000105995 20200723T010000&0.00011474 20200723T110000&0.00010217 20200724T224200&0.00014845 20200725T221201&0.000142146 20200725T222219|9.3625e-05 20200720T103000&0.000116575 20200722T033000&0.000105995 20200723T010000&0.00010217 20200724T224200&0.000142146 20200725T222219,8.2,1.32838,1.25934,0.695122,0.0265676,0.008045,0.502112,1.46221,0.302812
-4.47368;6.84211;-4.10256;7.69231;-6.06061;13.1313;-4.4289;1200;1890;150;450;600;2827;319;1;0;1;1;0;1;0;1;1;8;9;3;1,120,[[1.66107583e-05 9.99983389e-01]];[[0.1099016 0.8900984]];[[0.72572965 0.27427035]];[[0.50546694 0.49453306]];[[0.46476694 0.53523306]],167,0,0.000000,TNT,CURVE_BIN_LEARNER,0.992541,43.000000,0.000004,2020-Jul-25 21:26:47,1.000000,1.044289,0.988345,0.957589,0 &1.79769e+308 ,3.73e-06 20200719T010000&3.82e-06 20200720T120000&3.74e-06 20200720T143000&3.97e-06 20200720T173000&3.8e-06 20200721T133000&4.06e-06 20200722T210000&3.9e-06 20200722T233000&4.2e-06 20200723T070000&3.96e-06 20200723T170000&4.095e-06 20200723T191500&3.99e-06 20200723T213300&4.22e-06 20200724T013900&4.095e-06 20200724T033000&4.225e-06 20200724T055400&4.11e-06 20200724T085100&4.2e-06 20200724T134500&4.105e-06 20200724T164800&4.285e-06 20200724T181500&4.19e-06 20200724T185100&4.455e-06 20200725T103400&4.355e-06 20200725T111700&4.48e-06 20200725T160700&4.29e-06 20200725T212647|3.97e-06 20200720T173000&3.8e-06 20200721T133000&4.06e-06 20200722T210000&3.9e-06 20200722T233000&4.2e-06 20200723T070000&3.96e-06 20200723T170000&4.48e-06 20200725T160700&4.29e-06 20200725T212647|3.97e-06 20200720T173000&3.8e-06 20200721T133000&4.2e-06 20200723T070000&3.96e-06 20200723T170000&4.48e-06 20200725T160700&4.29e-06 20200725T212647|4.2e-06 20200723T070000&3.96e-06 20200723T170000&4.48e-06 20200725T160700&4.29e-06 20200725T212647|||,15.8,2.16963,1.17384,0.816456,0.0433926,0.00866061,0.262304,0.378285,0.199587
14.6593;-18.0261;9.86949;-3.53574;4.07379;-9.01771;5.47504;1320;3141;60;12;72;588;1288;1;0;1;1;1;1;1;1;1;1;-1;0;1,121,[[0.99895221 0.00104779]];[[0.004569 0.995431]];[[0.97251443 0.02748557]];[[0.94274428 0.05725572]];[[0.98408346 0.01591654]],64,0,0.000000,GNT,CURVE_BIN_LEARNER,0.998000,22.000000,0.000007,2020-Jul-25 21:32:09,0.966412,1.000000,0.993130,0.985704,0 &1.79769e+308 ,6.345e-06 20200719T003000&6.21e-06 20200719T130000&6.65e-06 20200720T153000&6.475e-06 20200720T173000&6.895e-06 20200720T230000&6.465e-06 20200721T033000&6.615e-06 20200721T070000&6.31e-06 20200721T093000&7.235e-06 20200722T073000&6.205e-06 20200723T173000&6.13e-06 20200724T115100&6.735e-06 20200724T125100&6.505e-06 20200724T130300&6.695e-06 20200724T132700&6.56e-06 20200724T133900&6.77e-06 20200724T141500&6.21e-06 20200725T000300&6.49e-06 20200725T150900&6.33e-06 20200725T173500&6.645e-06 20200725T213959&6.55e-06 20200725T213209|6.895e-06 20200720T230000&6.31e-06 20200721T093000&7.235e-06 20200722T073000&6.13e-06 20200724T115100&6.735e-06 20200724T125100&6.505e-06 20200724T130300&6.77e-06 20200724T141500&6.21e-06 20200725T000300&6.55e-06 20200725T213209|6.895e-06 20200720T230000&6.31e-06 20200721T093000&7.235e-06 20200722T073000&6.13e-06 20200724T115100&6.77e-06 20200724T141500&6.21e-06 20200725T000300&6.55e-06 20200725T213209|6.895e-06 20200720T230000&6.31e-06 20200721T093000&7.235e-06 20200722T073000&6.13e-06 20200724T115100&6.77e-06 20200724T141500&6.21e-06 20200725T000300&6.55e-06 20200725T213209|6.895e-06 20200720T230000&6.31e-06 20200721T093000&7.235e-06 20200722T073000&6.13e-06 20200724T115100&6.77e-06 20200724T141500&6.21e-06 20200725T000300&6.55e-06 20200725T213209|6.895e-06 20200720T230000&6.31e-06 20200721T093000&7.235e-06 20200722T073000&6.13e-06 20200724T115100&6.77e-06 20200724T141500&6.21e-06 20200725T000300&6.55e-06 20200725T213209|6.895e-06 20200720T230000&6.31e-06 20200721T093000&7.235e-06 20200722T073000&6.13e-06 20200724T115100&6.77e-06 20200724T141500&6.55e-06 20200725T213209,10.5,3.53036,1.5882,0.609524,0.0706073,0.00413086,0.805323,0.222197,0.0585048
-4.84301;3.51648;-5.94899;4.10926;-4.68535;3.76444;-4.08816;168;113;307;97;104;34;98;0;0;0;0;8;3;1;1;0;4;10;4;1,27,[[0.00688938 0.99311062]];[[0.9813086 0.0186914]];[[0.84318732 0.15681268]];[[0.67205462 0.32794538]];[[0.66146804 0.33853196]],55,0,0.000000,PNT,CURVE_BIN_LEARNER,0.969786,2.000000,0.000123,2020-Jul-25 23:09:41,1.000000,1.050120,0.965730,0.955920,0 &1.79769e+308 ,8.4105e-05 20200719T030000&8.173e-05 20200719T053000&8.818e-05 20200719T083000&8.4585e-05 20200719T103000&9.2775e-05 20200719T160000&8.958e-05 20200719T180000&0.000105625 20200720T020000&0.000101705 20200720T030000&0.000114515 20200720T073000&0.000108305 20200720T103000&0.00011193 20200720T120000&0.00010313 20200720T140000&0.00011431 20200720T160000&0.000110005 20200720T163000&0.00011436 20200720T190000&0.000110845 20200720T193000&0.00011571 20200720T203000&0.000103475 20200721T003000&0.000106275 20200721T013000&0.000102265 20200721T023000&0.00011297 20200721T063000&0.000104315 20200721T133000&0.00011095 20200721T150000&0.00010709 20200721T163000&0.000109515 20200721T180000&0.000106825 20200721T203000&0.000109345 20200721T223000&0.000107085 20200721T233000&0.000125185 20200722T030000&0.00011904 20200722T043000&0.00012337 20200722T070000&0.0001196 20200722T100000&0.00012269 20200722T160000&0.000117535 20200722T180000&0.000123805 20200723T010000&0.00011586 20200723T030000&0.00012431 20200723T103000&0.00012171 20200723T113000&0.00013222 20200723T153000&0.00012838 20200723T193300&0.000131155 20200723T204500&0.00012649 20200723T224200&0.000132475 20200724T003300&0.00012969 20200724T010300&0.00013501 20200724T025400&0.00012798 20200724T083900&0.00013412 20200724T090900&0.00012911 20200724T123000&0.00013207 20200724T125700&0.000129145 20200724T132700&0.000131975 20200724T135700&0.000128905 20200724T154800&0.00013666 20200724T202100&0.000133515 20200724T203900&0.000136315 20200724T204800&0.00013101 20200724T220000&0.00013625 20200725T003900&0.00012955 20200725T040300&0.00013357 20200725T074700&0.0001274 20200725T103500&0.00013188 20200725T122800&0.00012759 20200725T152800&0.000130775 20200725T155300&0.000124475 20200725T173500&0.00012959 20200725T191200&0.00012379 20200725T205600&0.00012845 20200725T213041&0.000122788 20200725T230941|8.818e-05 20200719T083000&8.4585e-05 20200719T103000&9.2775e-05 20200719T160000&8.958e-05 20200719T180000&0.000105625 20200720T020000&0.000101705 20200720T030000&0.000114515 20200720T073000&0.000108305 20200720T103000&0.00011193 20200720T120000&0.00010313 20200720T140000&0.00011431 20200720T160000&0.000110005 20200720T163000&0.00011436 20200720T190000&0.000110845 20200720T193000&0.00011571 20200720T203000&0.000102265 20200721T023000&0.00011297 20200721T063000&0.000104315 20200721T133000&0.00011095 20200721T150000&0.000106825 20200721T203000&0.000125185 20200722T030000&0.00011904 20200722T043000&0.00012337 20200722T070000&0.000117535 20200722T180000&0.000123805 20200723T010000&0.00011586 20200723T030000&0.00013222 20200723T153000&0.00012649 20200723T224200&0.00013501 20200724T025400&0.00012798 20200724T083900&0.00013412 20200724T090900&0.000128905 20200724T154800&0.00013666 20200724T202100&0.00013101 20200724T220000&0.00013625 20200725T003900&0.00012955 20200725T040300&0.00013357 20200725T074700&0.0001274 20200725T103500&0.00013188 20200725T122800&0.000124475 20200725T173500&0.00012959 20200725T191200&0.00012379 20200725T205600&0.00012845 20200725T213041&0.000122788 20200725T230941|8.818e-05 20200719T083000&8.4585e-05 20200719T103000&0.000114515 20200720T073000&0.00010313 20200720T140000&0.00011571 20200720T203000&0.000102265 20200721T023000&0.00011297 20200721T063000&0.000104315 20200721T133000&0.000125185 20200722T030000&0.000117535 20200722T180000&0.000123805 20200723T010000&0.00011586 20200723T030000&0.00013222 20200723T153000&0.00012649 20200723T224200&0.00013501 20200724T025400&0.00012798 20200724T083900&0.00013666 20200724T202100&0.000124475 20200725T173500&0.00012959 20200725T191200&0.000122788 20200725T230941|0.000114515 20200720T073000&0.00010313 20200720T140000&0.00011571 20200720T203000&0.000102265 20200721T023000&0.00011297 20200721T063000&0.000104315 20200721T133000&0.000125185 20200722T030000&0.000117535 20200722T180000&0.000123805 20200723T010000&0.00011586 20200723T030000&0.00013501 20200724T025400&0.00012798 20200724T083900&0.00013666 20200724T202100&0.000122788 20200725T230941|0.000114515 20200720T073000&0.00010313 20200720T140000&0.00011571 20200720T203000&0.000102265 20200721T023000&0.00011297 20200721T063000&0.000104315 20200721T133000&0.000125185 20200722T030000&0.00011586 20200723T030000&0.00013666 20200724T202100&0.000122788 20200725T230941|0.000114515 20200720T073000&0.00010313 20200720T140000&0.00011571 20200720T203000&0.000102265 20200721T023000&0.00011297 20200721T063000&0.000104315 20200721T133000&0.000125185 20200722T030000&0.00011586 20200723T030000&0.00013666 20200724T202100&0.000122788 20200725T230941|0.000114515 20200720T073000&0.00010313 20200720T140000&0.00011571 20200720T203000&0.000102265 20200721T023000&0.00013666 20200724T202100&0.000122788 20200725T230941,5.2,2.16294,0.615445,0.0769231,0.0432587,0.0366648,0.0144758,1.11804,0.84757
