Pattern,KeepDuration,Result,TransactionCount,TimeDiff,PriceDiff,Name,Strategy,BidRatio,OrderBuyTimeDiff,BuyPrice,BuyTime,GlobalMinBuyRatio,GlobalMaxBuyRatio,BuyMinRatio,BuyMaxRatio,BuyPeak,AllPeaks,TransactionCount,TotalLimit,TotalVsLongSellWall,TransactionCountBuyRatio,TotalVsSellWall,BuyVsSellWall,TotalVsBuyRatio,TotalVsLongBuyWall,TotalVsBuyWall
-3.38054;3.97442;-7.40916;4.90798;-5.95806;8.53194;-3.26531;330;420;1710;1659;1434;129;2;0;2;2;4;3;5;18;4;2,17,[[0.00694412 0.99305588]];[[2.12438733e-05 9.99978756e-01]];[[0.98569744 0.01430256]];[[0.76906966 0.23093034]];[[0.44201402 0.55798598]],101,0,0.000000,NANO,CURVE_BIN_LEARNER,0.968288,12.000000,0.000110,2020-Jul-23 19:15:08,0.951474,1.032653,0.965827,0.996808,0 &1.79769e+308 ,0.00011315 20200719T203000&0.00010945 20200720T020000&0.0001138 20200720T090000&0.00011065 20200720T143000&0.00011335 20200720T183000&0.00010595 20200721T133000&0.00011115 20200722T170900&0.0001049 20200723T170300&0.00011385 20200723T191208&0.00011115 20200723T191221&0.0001137 20200723T191316&0.00010755 20200723T191614&0.000109699 20200723T191508|0.00011315 20200719T203000&0.00010945 20200720T020000&0.0001138 20200720T090000&0.00010595 20200721T133000&0.00011115 20200722T170900&0.0001049 20200723T170300&0.00011385 20200723T191208&0.000109699 20200723T191508|0.0001138 20200720T090000&0.00010595 20200721T133000&0.00011115 20200722T170900&0.0001049 20200723T170300&0.00011385 20200723T191208&0.000109699 20200723T191508|0.0001138 20200720T090000&0.0001049 20200723T170300&0.00011385 20200723T191208&0.000109699 20200723T191508|0.0001138 20200720T090000&0.0001049 20200723T170300&0.00011385 20200723T191208&0.000109699 20200723T191508|0.0001138 20200720T090000&0.0001049 20200723T170300&0.000109699 20200723T191508|0.000109699 20200723T191508,21.8,8.7124,15.6239,0.394495,0.174248,0.0157037,0.388352,0.186088,0.0901226
-8.02139;9.35829;-5.41237;9.27835;-4.1769;6.63391;-4.57831;632;17;16;42;40;81;49;0;0;0;0;6;0;14;4;0,28,[[0.00603535 0.99396465]];[[1.80954299e-04 9.99819046e-01]];[[0.74723721 0.25276279]];[[0.60366766 0.39633234]];[[0.58239889 0.41760111]],58,0,0.000000,STPT,CURVE_BIN_LEARNER,0.972530,35.000000,0.000002,2020-Jul-23 19:13:44,0.901205,1.045783,0.966265,0.956221,0 &1.79769e+308 ,1.745e-06 20200716T223000&1.665e-06 20200717T190000&1.77e-06 20200718T160000&1.73e-06 20200718T193000&1.77e-06 20200719T033000&1.705e-06 20200719T123000&1.87e-06 20200720T133000&1.73e-06 20200721T080000&1.95e-06 20200722T043900&1.875e-06 20200722T052400&1.985e-06 20200722T120600&1.89e-06 20200722T155100&1.945e-06 20200722T170000&1.855e-06 20200722T194500&1.905e-06 20200722T222400&1.835e-06 20200722T231500&1.945e-06 20200723T004500&1.905e-06 20200723T010900&2.025e-06 20200723T020100&1.915e-06 20200723T035500&2.02e-06 20200723T043600&1.93e-06 20200723T052000&1.98e-06 20200723T054800&1.94e-06 20200723T064000&1.98e-06 20200723T065800&1.87e-06 20200723T150800&2.045e-06 20200723T152500&1.94e-06 20200723T154100&2.12e-06 20200723T162300&2.045e-06 20200723T163600&2.1e-06 20200723T165600&2.035e-06 20200723T170300&2.17e-06 20200723T182400&2.075e-06 20200723T191344|1.745e-06 20200716T223000&1.665e-06 20200717T190000&1.77e-06 20200718T160000&1.705e-06 20200719T123000&1.87e-06 20200720T133000&1.73e-06 20200721T080000&1.95e-06 20200722T043900&1.875e-06 20200722T052400&1.985e-06 20200722T120600&1.835e-06 20200722T231500&2.025e-06 20200723T020100&1.915e-06 20200723T035500&2.02e-06 20200723T043600&1.87e-06 20200723T150800&2.045e-06 20200723T152500&1.94e-06 20200723T154100&2.12e-06 20200723T162300&2.035e-06 20200723T170300&2.17e-06 20200723T182400&2.075e-06 20200723T191344|1.665e-06 20200717T190000&1.87e-06 20200720T133000&1.73e-06 20200721T080000&1.985e-06 20200722T120600&1.835e-06 20200722T231500&2.025e-06 20200723T020100&1.915e-06 20200723T035500&2.02e-06 20200723T043600&1.87e-06 20200723T150800&2.045e-06 20200723T152500&1.94e-06 20200723T154100&2.12e-06 20200723T162300&2.035e-06 20200723T170300&2.17e-06 20200723T182400&2.075e-06 20200723T191344|1.665e-06 20200717T190000&1.87e-06 20200720T133000&1.73e-06 20200721T080000&1.985e-06 20200722T120600&1.835e-06 20200722T231500&2.025e-06 20200723T020100&1.915e-06 20200723T035500&2.02e-06 20200723T043600&1.87e-06 20200723T150800&2.045e-06 20200723T152500&1.94e-06 20200723T154100&2.17e-06 20200723T182400&2.075e-06 20200723T191344|1.665e-06 20200717T190000&1.87e-06 20200720T133000&1.73e-06 20200721T080000&1.985e-06 20200722T120600&1.835e-06 20200722T231500&2.025e-06 20200723T020100&1.87e-06 20200723T150800&2.17e-06 20200723T182400&2.075e-06 20200723T191344|1.665e-06 20200717T190000&1.87e-06 20200720T133000&1.73e-06 20200721T080000&1.985e-06 20200722T120600&1.835e-06 20200722T231500&2.025e-06 20200723T020100&1.87e-06 20200723T150800&2.17e-06 20200723T182400&2.075e-06 20200723T191344|2.075e-06 20200723T191344,5.6,0.398777,0.877203,0,0.00797553,0.0591852,0,9.01467,7.42084
-3.66798;5.45455;-7.80669;3.57201;-12.3816;3.50754;-3.43498;88;202;176;119;323;53;38;0;0;0;0;5;0;2;4;0,72,[[0.00603535 0.99396465]];[[0.05059339 0.94940661]];[[0.63243893 0.36756107]];[[0.54834117 0.45165883]];[[0.53431118 0.46568882]],53,1,0.000702,LEND,CURVE_BIN_LEARNER,1.035884,12.000000,0.000028,2020-Jul-23 18:35:03,0.999299,1.123028,1.000798,0.965064,0 &1.79769e+308 ,3.372e-05 20200717T070000&3.1495e-05 20200717T090000&3.2285e-05 20200717T113000&3.095e-05 20200717T140000&3.2265e-05 20200717T173000&3.0335e-05 20200718T063000&3.2405e-05 20200718T083000&3.1425e-05 20200718T110000&3.253e-05 20200718T140000&3.177e-05 20200718T203000&3.6425e-05 20200719T050000&3.511e-05 20200719T080000&4.0765e-05 20200719T173000&3.744e-05 20200719T230000&4.0075e-05 20200720T023000&3.749e-05 20200720T053000&3.9475e-05 20200720T073000&3.2645e-05 20200720T143000&3.6415e-05 20200720T173000&3.432e-05 20200720T193000&3.567e-05 20200720T210000&3.3345e-05 20200721T003000&3.451e-05 20200721T023000&3.237e-05 20200721T043000&3.6045e-05 20200721T100000&3.2645e-05 20200721T175700&3.353e-05 20200721T185700&3.217e-05 20200721T203000&3.317e-05 20200721T204500&3.15e-05 20200721T224800&3.242e-05 20200721T235700&3.1485e-05 20200722T002400&3.4745e-05 20200722T062100&3.3325e-05 20200722T080300&3.481e-05 20200722T090600&3.279e-05 20200722T153600&3.399e-05 20200722T162100&3.297e-05 20200722T165100&3.4545e-05 20200722T213300&3.1715e-05 20200723T001200&3.2785e-05 20200723T015500&3.1625e-05 20200723T032300&3.2625e-05 20200723T035900&3.195e-05 20200723T044300&3.335e-05 20200723T064500&3.0935e-05 20200723T094100&3.204e-05 20200723T114000&3.051e-05 20200723T143600&3.1355e-05 20200723T150000&2.851e-05 20200723T170300&2.951e-05 20200723T175600&2.841e-05 20200723T183447&2.83873e-05 20200723T183503|3.372e-05 20200717T070000&3.095e-05 20200717T140000&3.2265e-05 20200717T173000&3.0335e-05 20200718T063000&3.2405e-05 20200718T083000&3.1425e-05 20200718T110000&3.6425e-05 20200719T050000&3.511e-05 20200719T080000&4.0765e-05 20200719T173000&3.744e-05 20200719T230000&4.0075e-05 20200720T023000&3.749e-05 20200720T053000&3.9475e-05 20200720T073000&3.2645e-05 20200720T143000&3.6415e-05 20200720T173000&3.432e-05 20200720T193000&3.567e-05 20200720T210000&3.3345e-05 20200721T003000&3.451e-05 20200721T023000&3.237e-05 20200721T043000&3.6045e-05 20200721T100000&3.217e-05 20200721T203000&3.317e-05 20200721T204500&3.1485e-05 20200722T002400&3.4745e-05 20200722T062100&3.3325e-05 20200722T080300&3.481e-05 20200722T090600&3.279e-05 20200722T153600&3.399e-05 20200722T162100&3.297e-05 20200722T165100&3.4545e-05 20200722T213300&3.1715e-05 20200723T001200&3.2785e-05 20200723T015500&3.1625e-05 20200723T032300&3.335e-05 20200723T064500&3.0935e-05 20200723T094100&3.204e-05 20200723T114000&2.851e-05 20200723T170300&2.951e-05 20200723T175600&2.841e-05 20200723T183447&2.83873e-05 20200723T183503|3.372e-05 20200717T070000&3.095e-05 20200717T140000&3.2265e-05 20200717T173000&3.0335e-05 20200718T063000&4.0765e-05 20200719T173000&3.744e-05 20200719T230000&4.0075e-05 20200720T023000&3.749e-05 20200720T053000&3.9475e-05 20200720T073000&3.2645e-05 20200720T143000&3.6415e-05 20200720T173000&3.237e-05 20200721T043000&3.6045e-05 20200721T100000&3.1485e-05 20200722T002400&3.4745e-05 20200722T062100&3.3325e-05 20200722T080300&3.481e-05 20200722T090600&3.279e-05 20200722T153600&3.4545e-05 20200722T213300&3.1625e-05 20200723T032300&3.335e-05 20200723T064500&2.83873e-05 20200723T183503|3.372e-05 20200717T070000&3.0335e-05 20200718T063000&4.0765e-05 20200719T173000&3.744e-05 20200719T230000&4.0075e-05 20200720T023000&3.749e-05 20200720T053000&3.9475e-05 20200720T073000&3.2645e-05 20200720T143000&3.6415e-05 20200720T173000&3.237e-05 20200721T043000&3.6045e-05 20200721T100000&3.1485e-05 20200722T002400&3.481e-05 20200722T090600&3.279e-05 20200722T153600&3.4545e-05 20200722T213300&3.1625e-05 20200723T032300&3.335e-05 20200723T064500&2.83873e-05 20200723T183503|3.372e-05 20200717T070000&3.0335e-05 20200718T063000&4.0765e-05 20200719T173000&3.744e-05 20200719T230000&4.0075e-05 20200720T023000&3.2645e-05 20200720T143000&3.6415e-05 20200720T173000&3.237e-05 20200721T043000&3.6045e-05 20200721T100000&3.1485e-05 20200722T002400&3.481e-05 20200722T090600&2.83873e-05 20200723T183503|3.372e-05 20200717T070000&3.0335e-05 20200718T063000&4.0765e-05 20200719T173000&3.744e-05 20200719T230000&4.0075e-05 20200720T023000&3.2645e-05 20200720T143000&3.6415e-05 20200720T173000&3.237e-05 20200721T043000&3.6045e-05 20200721T100000&3.1485e-05 20200722T002400&3.481e-05 20200722T090600&2.83873e-05 20200723T183503|3.372e-05 20200717T070000&3.0335e-05 20200718T063000&4.0765e-05 20200719T173000&3.2645e-05 20200720T143000&3.6415e-05 20200720T173000&3.237e-05 20200721T043000&3.6045e-05 20200721T100000&3.1485e-05 20200722T002400&3.481e-05 20200722T090600&2.83873e-05 20200723T183503,5.9,1.54724,2.1732,0.186441,0.0309447,0.0562583,0.0878067,3.0873,1.81802
-10.4735;12.1234;-6.94492;9.23709;-3.23311;18.4934;-4.59475;80;122;36;150;7;47;1;0;0;1;0;0;5;29;1;0,11,[[0.00603535 0.99396465]];[[9.07363074e-12 1.00000000e+00]];[[0.67702044 0.32297956]];[[0.54451366 0.45548634]];[[0.44620236 0.55379764]],75,0,0.000000,GVT,CURVE_BIN_LEARNER,1.037568,57.000000,0.000174,2020-Jul-23 20:31:30,0.795662,1.045947,0.980072,0.933462,0 &1.79769e+308 ,0.00012255 20200717T223000&0.0001199 20200718T020000&0.0001336 20200720T170000&0.0001244 20200720T200000&0.00013095 20200721T070000&0.0001233 20200721T133000&0.0001473 20200722T170900&0.00013855 20200722T172700&0.00014555 20200722T173600&0.000142 20200722T173900&0.00014485 20200722T174800&0.0001311 20200722T232100&0.0001353 20200723T002400&0.00012965 20200723T033200&0.0001333 20200723T044100&0.00012945 20200723T074000&0.0001409 20200723T104500&0.00013635 20200723T113600&0.0001511 20200723T125800&0.00014335 20200723T125900&0.000154 20200723T130700&0.0001394 20200723T142700&0.0001428 20200723T154100&0.0001395 20200723T155900&0.0001563 20200723T162900&0.000151 20200723T163100&0.0001548 20200723T163900&0.00014615 20200723T170500&0.00015885 20200723T191323&0.000155 20200723T191833&0.00015875 20200723T192754&0.0001541 20200723T193200&0.00015965 20200723T193531&0.00015465 20200723T194328&0.0001762 20200723T202843&0.00017135 20200723T202917&0.00018325 20200723T203050&0.00017845 20200723T203127&0.00018215 20200723T203129&0.0001751 20200723T203131&0.000174324 20200723T203130|0.0001336 20200720T170000&0.0001244 20200720T200000&0.00013095 20200721T070000&0.0001233 20200721T133000&0.0001473 20200722T170900&0.00013855 20200722T172700&0.00014555 20200722T173600&0.0001311 20200722T232100&0.0001353 20200723T002400&0.00012945 20200723T074000&0.0001409 20200723T104500&0.00013635 20200723T113600&0.0001511 20200723T125800&0.00014335 20200723T125900&0.000154 20200723T130700&0.0001394 20200723T142700&0.0001563 20200723T162900&0.00014615 20200723T170500&0.00015965 20200723T193531&0.00015465 20200723T194328&0.00018325 20200723T203050&0.0001751 20200723T203131&0.000174324 20200723T203130|0.0001336 20200720T170000&0.0001244 20200720T200000&0.00013095 20200721T070000&0.0001233 20200721T133000&0.0001473 20200722T170900&0.00013855 20200722T172700&0.00014555 20200722T173600&0.00012945 20200723T074000&0.0001511 20200723T125800&0.00014335 20200723T125900&0.000154 20200723T130700&0.0001394 20200723T142700&0.0001563 20200723T162900&0.00014615 20200723T170500&0.00018325 20200723T203050&0.0001751 20200723T203131&0.000174324 20200723T203130|0.0001336 20200720T170000&0.0001244 20200720T200000&0.00013095 20200721T070000&0.0001233 20200721T133000&0.0001473 20200722T170900&0.00013855 20200722T172700&0.00012945 20200723T074000&0.0001511 20200723T125800&0.00014335 20200723T125900&0.000154 20200723T130700&0.0001394 20200723T142700&0.0001563 20200723T162900&0.00014615 20200723T170500&0.00018675 20200723T203325&0.000174324 20200723T203130|0.0001336 20200720T170000&0.0001233 20200721T133000&0.0001473 20200722T170900&0.00012945 20200723T074000&0.000154 20200723T130700&0.0001394 20200723T142700&0.0001563 20200723T162900&0.00014615 20200723T170500&0.00018675 20200723T203325&0.000174324 20200723T203130|0.0001336 20200720T170000&0.0001233 20200721T133000&0.0001473 20200722T170900&0.00012945 20200723T074000&0.000154 20200723T130700&0.0001394 20200723T142700&0.00018675 20200723T203325&0.000174324 20200723T203130|0.0001473 20200722T170900&0.00012945 20200723T074000&0.000154 20200723T130700&0.0001394 20200723T142700&0.00018675 20200723T203325&0.000174324 20200723T203130,20.4,4.48971,26852.3,0.5,0.0897942,0.00268595,0.540154,0.0819275,0.0299123
-13.3056;14.7613;-7.28309;3.42829;-4.62562;3.24073;-12.9864;111;297;176;47;187;136;275;0;0;0;0;0;6;2;2;0,120,[[0.00603535 0.99396465]];[[9.46118678e-04 9.99053881e-01]];[[0.6232582 0.3767418]];[[0.51323165 0.48676835]];[[0.4356808 0.5643192]],62,0,0.000000,KAVA,CURVE_BIN_LEARNER,0.998000,13.000000,0.000277,2020-Jul-23 18:50:04,1.000000,1.129864,0.993304,0.974189,0 &1.79769e+308 ,0.00021256 20200717T030000&0.000226385 20200717T080000&0.00022056 20200717T110000&0.0002433 20200717T143000&0.000236995 20200717T153000&0.00024453 20200717T193000&0.000228495 20200718T023000&0.000251025 20200718T100000&0.000243555 20200718T140000&0.000286495 20200719T090000&0.00027053 20200719T110000&0.000315765 20200719T183000&0.000306995 20200719T190000&0.00032165 20200719T230000&0.000307675 20200720T003000&0.000318085 20200720T013000&0.00031059 20200720T033000&0.00038266 20200720T093000&0.000356115 20200720T110000&0.00036588 20200720T120000&0.000310175 20200720T140000&0.00034322 20200720T170000&0.00029089 20200720T193000&0.000298655 20200720T203000&0.000283075 20200721T003000&0.00029332 20200721T013000&0.00027101 20200721T043000&0.0002919 20200721T070000&0.00028257 20200721T080000&0.000309935 20200721T100000&0.00028726 20200721T163600&0.00030269 20200721T174500&0.00029567 20200721T181200&0.00033476 20200721T213000&0.00032574 20200721T213600&0.0003326 20200721T214800&0.00031148 20200721T235700&0.00032677 20200722T003900&0.000315515 20200722T014800&0.000328995 20200722T022400&0.000318585 20200722T040300&0.0003416 20200722T081800&0.000308345 20200722T125700&0.000317505 20200722T144500&0.00030751 20200722T163000&0.000320215 20200722T210300&0.00030976 20200722T215400&0.00032534 20200722T222100&0.000292055 20200722T224500&0.00029821 20200722T230600&0.000287135 20200723T001200&0.000297145 20200723T011500&0.000290965 20200723T015300&0.00032952 20200723T050900&0.000314915 20200723T052900&0.00032433 20200723T060000&0.00031461 20200723T064000&0.00032325 20200723T071100&0.00030715 20200723T080500&0.00031768 20200723T085200&0.000303635 20200723T115900&0.000313475 20200723T141500&0.00027725 20200723T185045&0.00027703 20200723T185004|0.00021256 20200717T030000&0.00024453 20200717T193000&0.000228495 20200718T023000&0.000286495 20200719T090000&0.00027053 20200719T110000&0.00032165 20200719T230000&0.000307675 20200720T003000&0.00038266 20200720T093000&0.000310175 20200720T140000&0.00034322 20200720T170000&0.000283075 20200721T003000&0.00029332 20200721T013000&0.00027101 20200721T043000&0.0002919 20200721T070000&0.00028257 20200721T080000&0.000309935 20200721T100000&0.00028726 20200721T163600&0.00033476 20200721T213000&0.00031148 20200721T235700&0.00032677 20200722T003900&0.000315515 20200722T014800&0.000328995 20200722T022400&0.000318585 20200722T040300&0.0003416 20200722T081800&0.00030751 20200722T163000&0.000320215 20200722T210300&0.00030976 20200722T215400&0.00032534 20200722T222100&0.000287135 20200723T001200&0.00032952 20200723T050900&0.00030715 20200723T080500&0.00031768 20200723T085200&0.000303635 20200723T115900&0.000313475 20200723T141500&0.00027703 20200723T185004|0.00021256 20200717T030000&0.00024453 20200717T193000&0.000228495 20200718T023000&0.000286495 20200719T090000&0.00027053 20200719T110000&0.00032165 20200719T230000&0.000307675 20200720T003000&0.00038266 20200720T093000&0.000310175 20200720T140000&0.00034322 20200720T170000&0.00027101 20200721T043000&0.000309935 20200721T100000&0.00028726 20200721T163600&0.00033476 20200721T213000&0.00031148 20200721T235700&0.0003416 20200722T081800&0.00030751 20200722T163000&0.00032534 20200722T222100&0.000287135 20200723T001200&0.00032952 20200723T050900&0.00027703 20200723T185004|0.00021256 20200717T030000&0.00024453 20200717T193000&0.000228495 20200718T023000&0.000286495 20200719T090000&0.00027053 20200719T110000&0.00038266 20200720T093000&0.000310175 20200720T140000&0.00034322 20200720T170000&0.00027101 20200721T043000&0.000309935 20200721T100000&0.00028726 20200721T163600&0.00033476 20200721T213000&0.00031148 20200721T235700&0.0003416 20200722T081800&0.00030751 20200722T163000&0.00032534 20200722T222100&0.000287135 20200723T001200&0.00032952 20200723T050900&0.00027703 20200723T185004|0.00024453 20200717T193000&0.000228495 20200718T023000&0.00038266 20200720T093000&0.000310175 20200720T140000&0.00034322 20200720T170000&0.00027101 20200721T043000&0.000309935 20200721T100000&0.00028726 20200721T163600&0.00033476 20200721T213000&0.00031148 20200721T235700&0.0003416 20200722T081800&0.000287135 20200723T001200&0.00032952 20200723T050900&0.00027703 20200723T185004|0.00038266 20200720T093000&0.000310175 20200720T140000&0.00034322 20200720T170000&0.00027101 20200721T043000&0.000309935 20200721T100000&0.00028726 20200721T163600&0.0003416 20200722T081800&0.000287135 20200723T001200&0.00032952 20200723T050900&0.00027703 20200723T185004|0.00038266 20200720T093000&0.000310175 20200720T140000&0.00034322 20200720T170000&0.00027101 20200721T043000&0.0003416 20200722T081800&0.000287135 20200723T001200&0.00032952 20200723T050900&0.00027703 20200723T185004,8.4,1.54483,0.827962,0.154762,0.0308967,0.0395551,0.174833,2.29485,1.28024
-4.72222;10.6944;-6.5508;4.94652;-3.42556;3.42556;-3.42556;51;284;192;59;26;63;87;0;0;0;0;2;1;13;1;0,78,[[0.03748385 0.96251615]];[[4.53849918e-04 9.99546150e-01]];[[0.95971933 0.04028067]];[[0.78851266 0.21148734]];[[0.63377234 0.36622766]],67,0,0.000000,PERL,CURVE_BIN_LEARNER,0.971392,45.000000,0.000004,2020-Jul-23 19:39:37,0.985507,1.034256,0.970597,0.962045,0 &1.79769e+308 ,2.375e-06 20200717T060000&2.53e-06 20200717T110000&2.36e-06 20200718T033000&2.655e-06 20200718T173000&2.565e-06 20200718T200000&2.935e-06 20200719T003000&2.83e-06 20200719T020000&3.08e-06 20200719T073000&2.945e-06 20200719T110000&3.125e-06 20200719T130000&2.845e-06 20200719T220000&3.08e-06 20200720T023000&2.925e-06 20200720T060000&3.26e-06 20200720T093000&3.03e-06 20200720T140000&3.365e-06 20200720T180000&3.2e-06 20200720T193000&3.355e-06 20200720T210000&3.18e-06 20200721T010000&3.355e-06 20200721T040000&2.95e-06 20200721T133000&3.025e-06 20200721T193600&2.945e-06 20200721T195700&3.04e-06 20200721T213900&2.95e-06 20200721T221200&3.245e-06 20200722T072100&3.14e-06 20200722T084500&3.32e-06 20200722T114500&3.245e-06 20200722T120900&3.415e-06 20200722T124200&3.335e-06 20200722T131200&3.525e-06 20200722T134800&3.445e-06 20200722T140000&3.58e-06 20200722T141200&3.49e-06 20200722T142700&3.665e-06 20200722T152400&3.465e-06 20200722T162700&3.555e-06 20200722T173300&3.41e-06 20200722T174800&3.62e-06 20200722T205700&3.495e-06 20200722T211200&3.59e-06 20200722T213300&3.305e-06 20200722T223600&3.4e-06 20200722T230300&3.26e-06 20200723T001800&3.47e-06 20200723T031900&3.4e-06 20200723T034100&3.47e-06 20200723T040800&3.39e-06 20200723T055900&3.77e-06 20200723T065700&3.6e-06 20200723T074800&3.83e-06 20200723T090900&3.725e-06 20200723T092500&3.94e-06 20200723T100600&3.845e-06 20200723T102000&3.975e-06 20200723T111400&3.88e-06 20200723T113800&3.985e-06 20200723T123200&3.805e-06 20200723T125900&3.895e-06 20200723T140800&3.74e-06 20200723T154400&3.925e-06 20200723T164300&3.795e-06 20200723T170900&3.925e-06 20200723T181200&3.835e-06 20200723T182838&3.925e-06 20200723T190950&3.77602e-06 20200723T193937|2.375e-06 20200717T060000&2.53e-06 20200717T110000&2.36e-06 20200718T033000&2.655e-06 20200718T173000&2.565e-06 20200718T200000&2.935e-06 20200719T003000&2.83e-06 20200719T020000&3.08e-06 20200719T073000&2.945e-06 20200719T110000&3.125e-06 20200719T130000&2.845e-06 20200719T220000&3.08e-06 20200720T023000&2.925e-06 20200720T060000&3.26e-06 20200720T093000&3.03e-06 20200720T140000&3.365e-06 20200720T180000&3.2e-06 20200720T193000&3.355e-06 20200720T210000&3.18e-06 20200721T010000&3.355e-06 20200721T040000&2.945e-06 20200721T195700&3.245e-06 20200722T072100&3.14e-06 20200722T084500&3.665e-06 20200722T152400&3.41e-06 20200722T174800&3.62e-06 20200722T205700&3.26e-06 20200723T001800&3.77e-06 20200723T065700&3.6e-06 20200723T074800&3.985e-06 20200723T123200&3.74e-06 20200723T154400&3.925e-06 20200723T164300&3.795e-06 20200723T170900&3.925e-06 20200723T181200&3.77602e-06 20200723T193937|2.53e-06 20200717T110000&2.36e-06 20200718T033000&3.08e-06 20200719T073000&2.945e-06 20200719T110000&3.125e-06 20200719T130000&2.845e-06 20200719T220000&3.08e-06 20200720T023000&2.925e-06 20200720T060000&3.26e-06 20200720T093000&3.03e-06 20200720T140000&3.365e-06 20200720T180000&3.2e-06 20200720T193000&3.355e-06 20200720T210000&3.18e-06 20200721T010000&3.355e-06 20200721T040000&2.945e-06 20200721T195700&3.665e-06 20200722T152400&3.41e-06 20200722T174800&3.62e-06 20200722T205700&3.26e-06 20200723T001800&3.77e-06 20200723T065700&3.6e-06 20200723T074800&3.985e-06 20200723T123200&3.74e-06 20200723T154400&3.925e-06 20200723T164300&3.77602e-06 20200723T193937|2.53e-06 20200717T110000&2.36e-06 20200718T033000&3.125e-06 20200719T130000&2.845e-06 20200719T220000&3.08e-06 20200720T023000&2.925e-06 20200720T060000&3.26e-06 20200720T093000&3.03e-06 20200720T140000&3.365e-06 20200720T180000&3.18e-06 20200721T010000&3.355e-06 20200721T040000&2.945e-06 20200721T195700&3.665e-06 20200722T152400&3.41e-06 20200722T174800&3.62e-06 20200722T205700&3.26e-06 20200723T001800&3.985e-06 20200723T123200&3.77602e-06 20200723T193937|2.53e-06 20200717T110000&2.36e-06 20200718T033000&3.125e-06 20200719T130000&2.845e-06 20200719T220000&3.26e-06 20200720T093000&3.03e-06 20200720T140000&3.365e-06 20200720T180000&2.945e-06 20200721T195700&3.665e-06 20200722T152400&3.41e-06 20200722T174800&3.62e-06 20200722T205700&3.26e-06 20200723T001800&3.985e-06 20200723T123200&3.77602e-06 20200723T193937|3.125e-06 20200719T130000&2.845e-06 20200719T220000&3.26e-06 20200720T093000&3.03e-06 20200720T140000&3.365e-06 20200720T180000&2.945e-06 20200721T195700&3.665e-06 20200722T152400&3.26e-06 20200723T001800&3.985e-06 20200723T123200&3.77602e-06 20200723T193937|3.125e-06 20200719T130000&2.845e-06 20200719T220000&3.365e-06 20200720T180000&2.945e-06 20200721T195700&3.665e-06 20200722T152400&3.26e-06 20200723T001800&3.985e-06 20200723T123200&3.77602e-06 20200723T193937,6.3,1.9369,0.481537,0.825397,0.038738,0.00829706,0.373954,0.282798,0.214184
-4.6683;5.40541;-4.7619;5.00611;-5.65111;16.3391;-6.40449;2148;375;813;468;556;41;142;0;0;3;3;2;0;6;4;0,97,[[0.00603535 0.99396465]];[[0.03766778 0.96233222]];[[0.61961755 0.38038245]];[[0.53722505 0.46277495]];[[0.45245957 0.54754043]],50,1,0.001125,BEAM,CURVE_BIN_LEARNER,1.026517,8.000000,0.000044,2020-Jul-23 20:13:17,0.914607,1.064045,0.998876,0.974808,0 &1.79769e+308 ,3.795e-05 20200717T053000&3.97e-05 20200717T123000&3.845e-05 20200718T013000&4.065e-05 20200718T173000&3.97e-05 20200719T103000&4.26e-05 20200720T163000&4.14e-05 20200720T200000&4.245e-05 20200720T223000&4.1e-05 20200721T080000&4.22e-05 20200721T113000&4.07e-05 20200722T041800&4.29e-05 20200722T103300&4.2e-05 20200722T143300&4.29e-05 20200722T165400&4.095e-05 20200723T000600&4.3e-05 20200723T075400&4.07e-05 20200723T171000&4.735e-05 20200723T175100&4.495e-05 20200723T183201&4.605e-05 20200723T184542&4.445e-05 20200723T201316&4.45e-05 20200723T201317|3.795e-05 20200717T053000&3.97e-05 20200717T123000&3.845e-05 20200718T013000&4.26e-05 20200720T163000&4.07e-05 20200722T041800&4.29e-05 20200722T103300&4.095e-05 20200723T000600&4.3e-05 20200723T075400&4.07e-05 20200723T171000&4.735e-05 20200723T175100&4.45e-05 20200723T201317|3.795e-05 20200717T053000&4.26e-05 20200720T163000&4.07e-05 20200722T041800&4.29e-05 20200722T103300&4.095e-05 20200723T000600&4.3e-05 20200723T075400&4.07e-05 20200723T171000&4.735e-05 20200723T175100&4.45e-05 20200723T201317|3.795e-05 20200717T053000&4.3e-05 20200723T075400&4.07e-05 20200723T171000&4.735e-05 20200723T175100&4.45e-05 20200723T201317|3.795e-05 20200717T053000&4.735e-05 20200723T175100&4.45e-05 20200723T201317|4.45e-05 20200723T201317|4.45e-05 20200723T201317,5.1,1.90248,4.19544,0.294118,0.0380496,0.0373229,0.132974,1.91336,0.9809
