Pattern,Score,MarketState,IsBargain,KeepDuration,Result,TransactionCount,MarketState,TimeDiff,PriceDiff,Name,Strategy,BidRatio,OrderBuyTimeDiff,BuyPrice,BuyTime,GlobalMinBuyRatio,GlobalMaxBuyRatio,BuyMinRatio,BuyMaxRatio,BuyPeak,AllPeaks,TransactionCount,TotalLimit,TotalVsLongSellWall,TransactionCountBuyRatio,TotalVsSellWall,BuyVsSellWall,TotalVsBuyRatio,TotalVsLongBuyWall,TotalVsBuyWall
Predict;18.7578;-8.41924;4.18099;-8.27381;4.94048;-6.20482;12.5301;-6.31759;1140;1260;180;1200;60;1623;1089;1362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0.0468068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.00031644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0517493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0.133052;0;2;0;0.112805;0;0;0;0;0;1;0;0.0158479;0;14;0;0.629939;0,,[1; 0],true,0,[[0.08336013 0.91663987]],24,OK,34260,0.000569,XLM,CURVE_BIN_LEARNER,0.998862,0.000000,0.000009,2020-Dec-14 20:24:00,0.999431,1.052931,0.998862,0.950270,0 &1.79769e+308 ,8.35e-06 20201208T100000&8.655e-06 20201208T153000&7.97e-06 20201209T083000&8.795e-06 20201209T123000&8.59e-06 20201209T153000&9.36e-06 20201209T213000&9.145e-06 20201209T223000&9.465e-06 20201210T033000&9.23e-06 20201210T063000&9.42e-06 20201210T080000&8.73e-06 20201211T003000&9.095e-06 20201211T033000&8.4e-06 20201211T233000&8.815e-06 20201212T003000&8.405e-06 20201212T143000&8.6e-06 20201212T212700&8.3e-06 20201213T033300&9.155e-06 20201213T131500&8.915e-06 20201213T145400&9.34e-06 20201213T214200&9.02e-06 20201213T222400&9.25e-06 20201214T041100&8.79e-06 20201214T202400|8.35e-06 20201208T100000&8.655e-06 20201208T153000&7.97e-06 20201209T083000&9.465e-06 20201210T033000&8.73e-06 20201211T003000&9.095e-06 20201211T033000&8.4e-06 20201211T233000&8.815e-06 20201212T003000&8.3e-06 20201213T033300&9.34e-06 20201213T214200&8.79e-06 20201214T202400|7.97e-06 20201209T083000&9.465e-06 20201210T033000&8.73e-06 20201211T003000&9.095e-06 20201211T033000&8.4e-06 20201211T233000&8.815e-06 20201212T003000&8.3e-06 20201213T033300&9.34e-06 20201213T214200&8.79e-06 20201214T202400|7.97e-06 20201209T083000&9.465e-06 20201210T033000&8.3e-06 20201213T033300&9.34e-06 20201213T214200&8.79e-06 20201214T202400|7.97e-06 20201209T083000&9.465e-06 20201210T033000&8.3e-06 20201213T033300&8.79e-06 20201214T202400|7.97e-06 20201209T083000&9.465e-06 20201210T033000&8.3e-06 20201213T033300&8.79e-06 20201214T202400|7.97e-06 20201209T083000&9.465e-06 20201210T033000&8.3e-06 20201213T033300&8.79e-06 20201214T202400,3.1,1.20947,0.146147,0.0967742,0.0241894,0.1773,0.00509462,10.2238,7.32964
Predict;4.28682;-3.99498;7.34343;-6.1653;28.6982;-5.53295;3.43559;-4.95513;840;1650;150;3135;2479;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0.00610243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;65;0.65653;1.77015;3;75;0.0152491;1.32576;27;62;1.08002;0.829879;6;0;0.0505729;0;5;7;0.00728505;0.0800152;0;0;0;0;1;3;0.00088886;0.099328;0;3;0;0.0128632;0;2;0;0.00639967;0;1;0;0.009152;4;0;0.0130134;0;2;0;0.00647553;0;5;6;0.108411;0.545298;0;0;0;0;2;0;0.00400838;0;2;0;0.0106081;0;19;22;0.677999;0.4724;0;0;0;0;0;0;0;0;0;2;0;0.00524069;4;2;0.015584;0.00343494;0;1;0;0.00019146;0;7;0;0.0147038;1;6;0.00351945;0.041838;21;17;0.0675243;0.195417;14;1;0.0616706;0.0155301;1;0;0.00268506;0;7;4;0.368453;0.02201;9;3;0.103275;0.0274031;0;0;0;0;1;0;0.00025456;0;0;0;0;0;0;2;0;0.0144581;0;0;0;0;2;7;0.423236;0.153278;0;3;0;0.023748;4;11;0.020314;0.234877;1;2;0.003072;0.00308544;6;0;0.0430037;0;0;6;0;0.0100214;3;5;0.0324708;0.00815598;1;1;0.0006417;0.000643;2;3;0.015908;0.043203;2;1;0.00627938;0.0069282;0;0;0;0;1;3;0.00460512;0.0166689;1;68;0.002048;0.530154;2;2;0.00435647;0.138884;4;32;0.0366291;0.673262;2;28;0.00671456;0.257991;3;0;0.0163409;0;2;15;0.00553128;0.868401;0;0;0;0;2;0;0.00422902;0;0;0;0;0;14;30;0.784522;1.27625;3;0;0.0359446;0;24;4;0.260453;0.0188086;43;49;1.10901;0.417674;3;0;0.00897641;0;2;8;0.0149299;0.0250944;5;3;0.024999;0.00442112;8;0;0.324881;0;10;8;0.0409028;0.0932712;4;4;0.0240134;0.020002;3;0;0.0634768;0;0;1;0;0.00026244;0;0;0;0;5;4;0.0216839;0.0503729;16;1;0.0669987;0.008541;0;0;0;0;2;4;0.0141807;0.00722495;1;0;0.00344818;0;16;0;0.195783;0;2;1;0.00777438;0.0174736;6;0;0.0373023;0;1;0;0.0102858;0;0;4;0;0.022622;3;0;0.00787952;0;0;0;0;0;0;0;0;0;0;3;0;0.00026117;1;0;0.00495292;0;0;0;0;0;0;5;0;0.121071;8;0;0.208173;0;0;0;0;0;0;3;0;0.0189136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0.00684104;3;0;0.00448845;0;7;1;0.0515566;6.513e-05;0;4;0;0.0919862;0;0;0;0;0;1;0;0.0003259;9;2;0.0723549;0.00026036;6;6;0.154859;0.0839688;4;5;0.0290545;0.0338418;0;12;0;0.144245;1;2;0.00229644;0.0286081;0;0;0;0;2;0;0.00243397;0;8;0;0.207337;0;30;51;5.1162;0.87534;23;0;0.499169;0;9;0;0.0263827;0;2;2;0.00232898;0.00039148;1;1;0.00026008;0.00721056;6;2;0.0171992;0.0310079;15;0;0.0905568;0;12;1;0.0800199;0.00019389;0;7;0;0.0528377;0;0;0;0;0;0;0;0;0;3;0;0.0166937;2;1;0.00454542;0.00102496;3;0;0.00677688;0;4;2;0.0706911;0.00574758;11;3;0.0650454;0.0337443;14;16;0.0814809;0.237496,,[3; 1],true,0,[[5.43320500e-10 9.99999999e-01]],1261,HORRIBLE,0,0.000000,BNT,CURVE_BIN_LEARNER,0.970536,1.000000,0.000063,2020-Dec-14 21:05:58,0.891686,1.070833,0.975390,0.949989,0 &1.79769e+308 ,5.167e-05 20201209T033000&5.3885e-05 20201209T173000&5.1815e-05 20201210T210000&5.562e-05 20201210T233000&5.2495e-05 20201211T120000&5.372e-05 20201212T060000&5.2545e-05 20201212T183300&5.401e-05 20201213T020600&5.239e-05 20201213T034500&5.3895e-05 20201213T100000&5.276e-05 20201213T135700&5.5095e-05 20201214T000600&5.36e-05 20201214T023300&5.499e-05 20201214T041200&5.354e-05 20201214T130200&5.7515e-05 20201214T182400&5.6145e-05 20201214T193220&6.065e-05 20201214T210356&5.9185e-05 20201214T210357&6.7425e-05 20201214T210450&6.389e-05 20201214T210537&6.6085e-05 20201214T210542&6.278e-05 20201214T210558|5.167e-05 20201209T033000&5.3885e-05 20201209T173000&5.1815e-05 20201210T210000&5.562e-05 20201210T233000&5.239e-05 20201213T034500&6.7425e-05 20201214T210450&6.389e-05 20201214T210537&6.6085e-05 20201214T210542&6.278e-05 20201214T210558|5.167e-05 20201209T033000&5.562e-05 20201210T233000&5.239e-05 20201213T034500&6.7425e-05 20201214T210450&6.278e-05 20201214T210558|5.167e-05 20201209T033000&5.562e-05 20201210T233000&5.239e-05 20201213T034500&6.7425e-05 20201214T210450&6.278e-05 20201214T210558|5.167e-05 20201209T033000&6.7425e-05 20201214T210450&6.278e-05 20201214T210558|6.278e-05 20201214T210558|6.278e-05 20201214T210558,32.2,8.36716,33.3786,0.419255,1.67343,0.00416761,0.1997,0.0450344,0.00249046
Predict;9.53027;-3.84508;5.83368;-6.02905;4.61496;-3.68325;3.13439;-5.50906;32;15;55;35;67;42;37;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0117045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.0261256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0.0554018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0.0654845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0.0137504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0.00243573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.00512835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0.0611754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0.0276374;0.00203798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;0.311765;0.048463;0;0;0;0;0;0;0;0;0;10;0;0.00204032;14;0;0.0103667;0;0;0;0;0;0;0;0;0;1;1;0.0051354;0.0051354;5;2;0.00363407;0.000584004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0.0121661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0.0251371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0.0104256;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;4;1.81351;0.39184;0;1;0;0.0251286;0;0;0;0;1;12;0.000226288;0.22691,,[0; 1],true,15,[[1.38950851e-10 1.00000000e+00]],152,OK,0,0.000000,INJ,CURVE_BIN_LEARNER,1.020066,26.000000,0.000141,2020-Dec-14 21:51:37,0.963061,1.075043,0.993982,0.980695,0 &1.79769e+308 ,9.668e-05 20201208T020000&9.3335e-05 20201208T033000&0.000102555 20201208T073000&9.754e-05 20201208T080000&0.000100325 20201208T083000&9.369e-05 20201208T093000&9.7915e-05 20201208T110000&9.5785e-05 20201208T123000&0.000116645 20201208T170000&9.6395e-05 20201209T020000&0.000111645 20201209T060000&0.00010197 20201209T083000&0.0001126 20201209T110000&0.00010644 20201209T140000&0.000123195 20201209T170000&0.00012012 20201209T180000&0.00012376 20201209T190000&0.00011593 20201209T213000&0.000125185 20201210T003000&0.0001207 20201210T013000&0.00012456 20201210T023000&0.00011643 20201210T053000&0.000120855 20201210T070000&0.00011469 20201210T113000&0.000119215 20201210T123000&0.000109925 20201210T193000&0.00011512 20201210T213000&0.00010403 20201211T073000&0.000106615 20201211T083000&0.000101595 20201211T113000&0.000104655 20201211T140000&0.000101315 20201211T183000&0.000114725 20201212T023000&0.000112115 20201212T033000&0.00011755 20201212T050000&0.000110695 20201212T150000&0.000113195 20201212T160000&0.00010712 20201212T173600&0.000114945 20201212T202700&0.00010855 20201213T030600&0.000112045 20201213T052400&0.000108195 20201213T090900&0.000114685 20201213T111800&0.00010692 20201213T153300&0.000112125 20201213T165700&0.00010929 20201213T180300&0.00011219 20201213T221500&0.000109725 20201213T223300&0.00011824 20201214T000300&0.00011426 20201214T003600&0.000117305 20201214T020600&0.000114925 20201214T032200&0.00012247 20201214T041900&0.00011828 20201214T042400&0.00012223 20201214T053700&0.00011832 20201214T055900&0.0001284 20201214T060900&0.00012344 20201214T062000&0.000126735 20201214T062400&0.00012385 20201214T063800&0.00013715 20201214T070300&0.00012795 20201214T081500&0.000139505 20201214T084400&0.000130265 20201214T094600&0.000133035 20201214T101200&0.00013012 20201214T105800&0.0001328 20201214T112700&0.00012666 20201214T124000&0.000135405 20201214T134800&0.000130185 20201214T135700&0.000139445 20201214T153300&0.00013659 20201214T154300&0.00014086 20201214T155000&0.000136355 20201214T162200&0.00014935 20201214T165400&0.00014382 20201214T170900&0.00015221 20201214T180400&0.000143555 20201214T183900&0.00015018 20201214T194603&0.000144845 20201214T202808&0.000149385 20201214T210513&0.00014038 20201214T215249&0.00014123 20201214T215137|9.668e-05 20201208T020000&9.3335e-05 20201208T033000&0.000102555 20201208T073000&9.369e-05 20201208T093000&0.000116645 20201208T170000&9.6395e-05 20201209T020000&0.000111645 20201209T060000&0.00010197 20201209T083000&0.0001126 20201209T110000&0.00010644 20201209T140000&0.00012376 20201209T190000&0.00011593 20201209T213000&0.000125185 20201210T003000&0.0001207 20201210T013000&0.00012456 20201210T023000&0.00011643 20201210T053000&0.000120855 20201210T070000&0.00011469 20201210T113000&0.000119215 20201210T123000&0.000109925 20201210T193000&0.00011512 20201210T213000&0.000101595 20201211T113000&0.000104655 20201211T140000&0.000101315 20201211T183000&0.00011755 20201212T050000&0.00010712 20201212T173600&0.000114945 20201212T202700&0.00010855 20201213T030600&0.000112045 20201213T052400&0.000108195 20201213T090900&0.000114685 20201213T111800&0.00010692 20201213T153300&0.00011824 20201214T000300&0.00011426 20201214T003600&0.00012247 20201214T041900&0.00011828 20201214T042400&0.00012223 20201214T053700&0.00011832 20201214T055900&0.0001284 20201214T060900&0.00012344 20201214T062000&0.00013715 20201214T070300&0.00012795 20201214T081500&0.000139505 20201214T084400&0.00012666 20201214T124000&0.000135405 20201214T134800&0.000130185 20201214T135700&0.00014086 20201214T155000&0.000136355 20201214T162200&0.00014935 20201214T165400&0.00014382 20201214T170900&0.00015221 20201214T180400&0.000143555 20201214T183900&0.00015018 20201214T194603&0.000144845 20201214T202808&0.000149385 20201214T210513&0.00014123 20201214T215137|0.000102555 20201208T073000&9.369e-05 20201208T093000&0.000116645 20201208T170000&9.6395e-05 20201209T020000&0.000111645 20201209T060000&0.00010197 20201209T083000&0.0001126 20201209T110000&0.00010644 20201209T140000&0.00012376 20201209T190000&0.00011593 20201209T213000&0.000125185 20201210T003000&0.000109925 20201210T193000&0.00011512 20201210T213000&0.000101315 20201211T183000&0.00011755 20201212T050000&0.00010712 20201212T173600&0.000114945 20201212T202700&0.000108195 20201213T090900&0.000114685 20201213T111800&0.00010692 20201213T153300&0.00013715 20201214T070300&0.00012795 20201214T081500&0.000139505 20201214T084400&0.00012666 20201214T124000&0.00015221 20201214T180400&0.000143555 20201214T183900&0.00015018 20201214T194603&0.00014123 20201214T215137|0.000102555 20201208T073000&9.369e-05 20201208T093000&0.000116645 20201208T170000&9.6395e-05 20201209T020000&0.000111645 20201209T060000&0.00010197 20201209T083000&0.0001126 20201209T110000&0.00010644 20201209T140000&0.00012376 20201209T190000&0.00011593 20201209T213000&0.000125185 20201210T003000&0.000101315 20201211T183000&0.00011755 20201212T050000&0.00010712 20201212T173600&0.000114945 20201212T202700&0.000108195 20201213T090900&0.000114685 20201213T111800&0.00010692 20201213T153300&0.00013715 20201214T070300&0.00012795 20201214T081500&0.000139505 20201214T084400&0.00012666 20201214T124000&0.00015221 20201214T180400&0.00014123 20201214T215137|0.000102555 20201208T073000&9.369e-05 20201208T093000&0.000116645 20201208T170000&9.6395e-05 20201209T020000&0.000111645 20201209T060000&0.00010197 20201209T083000&0.00012376 20201209T190000&0.00011593 20201209T213000&0.000125185 20201210T003000&0.000101315 20201211T183000&0.00011755 20201212T050000&0.00010712 20201212T173600&0.000114945 20201212T202700&0.00010692 20201213T153300&0.00013715 20201214T070300&0.00012795 20201214T081500&0.000139505 20201214T084400&0.00012666 20201214T124000&0.00015221 20201214T180400&0.00014123 20201214T215137|0.000102555 20201208T073000&9.369e-05 20201208T093000&0.000116645 20201208T170000&9.6395e-05 20201209T020000&0.000111645 20201209T060000&0.00010197 20201209T083000&0.000125185 20201210T003000&0.000101315 20201211T183000&0.00011755 20201212T050000&0.00010712 20201212T173600&0.000114945 20201212T202700&0.00010692 20201213T153300&0.000139505 20201214T084400&0.00012666 20201214T124000&0.00015221 20201214T180400&0.00014123 20201214T215137|0.000102555 20201208T073000&9.369e-05 20201208T093000&0.000116645 20201208T170000&9.6395e-05 20201209T020000&0.000111645 20201209T060000&0.00010197 20201209T083000&0.000125185 20201210T003000&0.000101315 20201211T183000&0.00011755 20201212T050000&0.00010692 20201213T153300&0.000139505 20201214T084400&0.00012666 20201214T124000&0.00014123 20201214T215137,7.7,2.65448,4.23482,0.285714,0.0530896,0.0265816,0.269038,0.596984,0.500693
