Pattern,Score,IsBargain,KeepDuration,Result,TransactionCount,MarketState,TimeDiff,PriceDiff,Name,Strategy,BidRatio,OrderBuyTimeDiff,BuyPrice,BuyTime,GlobalMinBuyRatio,GlobalMaxBuyRatio,BuyMinRatio,BuyMaxRatio,BuyPeak,AllPeaks,TransactionCount,TotalLimit,TotalVsLongSellWall,TransactionCountBuyRatio,TotalVsSellWall,BuyVsSellWall,TotalVsBuyRatio,TotalVsLongBuyWall,TotalVsBuyWall
Predict;3.07545;-4.12968;17.9081;-3.12236;5.51899;-3.69879;5.02571;-7.66876;33;173;163;3;10;4;7;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.00484651;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;2;0.124853;0.00426158;4;0;0.0333323;0;0;0;0;0;3;0;0.00464264;0;0;0;0;0;66;2;0.505088;0.00190258;1.00085;0.978536;1.00085;0.975938;1.00085;0.971424;0.783683;1;0.783683;1.07996;0.684166;1.07996;0.684166;1.07996,[-6.729272220000002; 46.560153220000004; 162.38169481999998; 390.58309666],true,10,[[0. 1.]];[[6.66133815e-16 1.00000000e+00]];[[0. 1.]],95,HORRIBLE,0,0,HARD,CURVE_BIN_LEARNER,1.048766,2,2.9E-05,2020-Nov-16 01:58:13,0.881143,1.076688,0.987755,0.952844,0 &1.79769e+308 ,4.0455e-05 20201109T100000&4.2165e-05 20201109T113000&3.852e-05 20201109T163000&4.0615e-05 20201109T173000&3.795e-05 20201109T233000&3.8775e-05 20201110T000000&3.7615e-05 20201110T013000&5.086e-05 20201110T033000&4.8605e-05 20201110T053000&5.238e-05 20201110T080000&3.9835e-05 20201110T180000&4.13e-05 20201110T200000&3.7785e-05 20201111T020000&4.0865e-05 20201111T053000&3.0675e-05 20201112T040000&3.1835e-05 20201112T050000&2.7965e-05 20201112T113000&2.862e-05 20201112T130000&2.461e-05 20201113T003000&2.5915e-05 20201113T030000&2.5335e-05 20201113T060000&2.694e-05 20201113T083000&2.6245e-05 20201113T093000&2.7295e-05 20201113T110000&2.595e-05 20201113T123000&2.712e-05 20201113T200000&2.5395e-05 20201114T021500&2.64e-05 20201114T051200&2.399e-05 20201114T110900&2.536e-05 20201114T143900&2.454e-05 20201114T173300&2.6465e-05 20201114T220300&2.545e-05 20201114T232400&3.2065e-05 20201115T034500&2.8595e-05 20201115T040300&2.948e-05 20201115T041200&2.881e-05 20201115T042100&3.2275e-05 20201115T052100&3.1315e-05 20201115T053900&3.417e-05 20201115T061200&3.063e-05 20201115T071200&3.228e-05 20201115T084200&3.1365e-05 20201115T085400&3.287e-05 20201115T100200&2.9525e-05 20201115T113800&3.0155e-05 20201115T115000&2.8755e-05 20201115T123500&3.025e-05 20201115T132400&2.891e-05 20201115T140000&3.005e-05 20201115T144300&2.749e-05 20201115T164700&2.8525e-05 20201115T170300&2.6175e-05 20201115T185600&2.698e-05 20201115T192900&2.606e-05 20201115T204800&2.6595e-05 20201115T212600&2.591e-05 20201115T222200&2.823e-05 20201115T234000&2.744e-05 20201116T000200&3.055e-05 20201116T010558&2.9625e-05 20201116T010940&3.126e-05 20201116T011951&3.0145e-05 20201116T012441&3.166e-05 20201116T013158&2.904e-05 20201116T015828&2.94e-05 20201116T015813|4.0455e-05 20201109T100000&4.2165e-05 20201109T113000&3.852e-05 20201109T163000&4.0615e-05 20201109T173000&3.7615e-05 20201110T013000&5.086e-05 20201110T033000&4.8605e-05 20201110T053000&5.238e-05 20201110T080000&3.9835e-05 20201110T180000&4.13e-05 20201110T200000&3.7785e-05 20201111T020000&4.0865e-05 20201111T053000&3.0675e-05 20201112T040000&3.1835e-05 20201112T050000&2.461e-05 20201113T003000&2.7295e-05 20201113T110000&2.595e-05 20201113T123000&2.712e-05 20201113T200000&2.5395e-05 20201114T021500&2.64e-05 20201114T051200&2.399e-05 20201114T110900&2.536e-05 20201114T143900&2.454e-05 20201114T173300&2.6465e-05 20201114T220300&2.545e-05 20201114T232400&3.2065e-05 20201115T034500&2.8595e-05 20201115T040300&3.417e-05 20201115T061200&3.063e-05 20201115T071200&3.287e-05 20201115T100200&2.8755e-05 20201115T123500&3.025e-05 20201115T132400&2.891e-05 20201115T140000&3.005e-05 20201115T144300&2.749e-05 20201115T164700&2.8525e-05 20201115T170300&2.6175e-05 20201115T185600&2.698e-05 20201115T192900&2.591e-05 20201115T222200&3.055e-05 20201116T010558&2.9625e-05 20201116T010940&3.126e-05 20201116T011951&3.0145e-05 20201116T012441&3.166e-05 20201116T013158&2.904e-05 20201116T015828&2.94e-05 20201116T015813|4.0455e-05 20201109T100000&4.2165e-05 20201109T113000&3.852e-05 20201109T163000&4.0615e-05 20201109T173000&3.7615e-05 20201110T013000&5.086e-05 20201110T033000&4.8605e-05 20201110T053000&5.238e-05 20201110T080000&3.7785e-05 20201111T020000&4.0865e-05 20201111T053000&2.461e-05 20201113T003000&2.7295e-05 20201113T110000&2.595e-05 20201113T123000&2.712e-05 20201113T200000&2.399e-05 20201114T110900&3.2065e-05 20201115T034500&2.8595e-05 20201115T040300&3.417e-05 20201115T061200&3.063e-05 20201115T071200&3.287e-05 20201115T100200&2.8755e-05 20201115T123500&3.025e-05 20201115T132400&2.591e-05 20201115T222200&3.166e-05 20201116T013158&2.904e-05 20201116T015828&2.94e-05 20201116T015813|3.852e-05 20201109T163000&4.0615e-05 20201109T173000&3.7615e-05 20201110T013000&5.238e-05 20201110T080000&3.7785e-05 20201111T020000&4.0865e-05 20201111T053000&2.461e-05 20201113T003000&2.7295e-05 20201113T110000&2.399e-05 20201114T110900&3.2065e-05 20201115T034500&2.8595e-05 20201115T040300&3.417e-05 20201115T061200&3.063e-05 20201115T071200&3.287e-05 20201115T100200&2.8755e-05 20201115T123500&3.025e-05 20201115T132400&2.591e-05 20201115T222200&3.166e-05 20201116T013158&2.904e-05 20201116T015828&2.94e-05 20201116T015813|3.7615e-05 20201110T013000&5.238e-05 20201110T080000&3.7785e-05 20201111T020000&4.0865e-05 20201111T053000&2.461e-05 20201113T003000&2.7295e-05 20201113T110000&2.399e-05 20201114T110900&3.2065e-05 20201115T034500&2.8595e-05 20201115T040300&3.417e-05 20201115T061200&3.063e-05 20201115T071200&3.287e-05 20201115T100200&2.591e-05 20201115T222200&3.166e-05 20201116T013158&2.904e-05 20201116T015828&2.94e-05 20201116T015813|3.7615e-05 20201110T013000&5.238e-05 20201110T080000&3.7785e-05 20201111T020000&4.0865e-05 20201111T053000&2.461e-05 20201113T003000&2.7295e-05 20201113T110000&2.399e-05 20201114T110900&3.2065e-05 20201115T034500&2.8595e-05 20201115T040300&3.417e-05 20201115T061200&3.063e-05 20201115T071200&2.591e-05 20201115T222200&3.166e-05 20201116T013158&2.94e-05 20201116T015813|3.7615e-05 20201110T013000&5.238e-05 20201110T080000&3.7785e-05 20201111T020000&2.461e-05 20201113T003000&2.7295e-05 20201113T110000&2.399e-05 20201114T110900&3.2065e-05 20201115T034500&2.8595e-05 20201115T040300&3.417e-05 20201115T061200&2.591e-05 20201115T222200&3.166e-05 20201116T013158&2.94e-05 20201116T015813,11.3,0.758817,3.90011,0.079646,0.151763,0.104332,0.0675609,0.899106,0.687468
Predict;5.27404;-5.05676;6.08875;-10.5376;5.26882;-3.37909;3.37909;-7.22892;19;64;61;50;19;26;52;109;0;0;0;0;9;7;0.498382;0.0404119;0;1;0;0.00022402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.00577147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0.120852;0.000326096;18;21;8.60696;0.528169;1.0167;0.996725;1.0167;0.994553;1.0167;0.992391;0.946124;1.05269;0.900581;1.07436;0.731197;1.07436;0.61396;1.07436,[27.591109940000003; 36.57994709000001; 51.18251034999999; 234.69903473000002],true,40,[[5.32907052e-15 1.00000000e+00]];[[1.75401915e-11 1.00000000e+00]];[[0. 1.]],63,OK,0,0,CRV,CURVE_BIN_LEARNER,0.969228,1,4.5E-05,2020-Nov-16 01:48:35,1,1.125958,0.97033,0.992366,0 &1.79769e+308 ,2.905e-05 20201109T083000&3.06e-05 20201109T113000&2.9e-05 20201109T150000&3.03e-05 20201109T163000&2.93e-05 20201109T223000&3.17e-05 20201110T050000&3.08e-05 20201110T063000&3.26e-05 20201110T100000&3.17e-05 20201110T130000&3.29e-05 20201110T140000&3.19e-05 20201110T153000&3.84e-05 20201110T210000&3.745e-05 20201110T213000&3.82e-05 20201110T223000&3.675e-05 20201110T233000&3.78e-05 20201111T000000&3.68e-05 20201111T013000&3.95e-05 20201111T033000&3.87e-05 20201111T053000&4.24e-05 20201111T073000&4.005e-05 20201111T083000&4.09e-05 20201111T090000&3.63e-05 20201111T133000&3.945e-05 20201111T170000&3.495e-05 20201111T203000&3.59e-05 20201111T210000&3.395e-05 20201112T000000&3.7e-05 20201112T050000&3.61e-05 20201112T080000&3.72e-05 20201112T083000&3.495e-05 20201112T110000&3.635e-05 20201112T133000&3.32e-05 20201112T170000&3.405e-05 20201112T203000&3.32e-05 20201112T213000&3.58e-05 20201113T010000&3.45e-05 20201113T050000&4.125e-05 20201113T230000&4.03e-05 20201113T230600&4.265e-05 20201113T235100&4.115e-05 20201114T000900&4.26e-05 20201114T005400&3.96e-05 20201114T051200&4.085e-05 20201114T061800&3.985e-05 20201114T072100&4.08e-05 20201114T080600&3.805e-05 20201114T093600&4.08e-05 20201114T141800&3.945e-05 20201114T150900&4.205e-05 20201114T163000&4.01e-05 20201114T171500&4.51e-05 20201114T195100&4.4e-05 20201114T203300&4.595e-05 20201114T210000&4.485e-05 20201114T212100&4.655e-05 20201114T221500&4.375e-05 20201114T231500&4.61e-05 20201115T002700&4.515e-05 20201115T003000&4.78e-05 20201115T010300&4.605e-05 20201115T020600&4.71e-05 20201115T022400&4.445e-05 20201115T040600&4.58e-05 20201115T043000&4.48e-05 20201115T045400&4.725e-05 20201115T064200&4.615e-05 20201115T071800&4.785e-05 20201115T075100&4.465e-05 20201115T102700&4.665e-05 20201115T132400&4.545e-05 20201115T144900&5.045e-05 20201115T160500&4.865e-05 20201115T161600&5.235e-05 20201115T165900&4.64e-05 20201115T181000&5.005e-05 20201115T185400&4.835e-05 20201115T190800&5.09e-05 20201115T192700&4.845e-05 20201115T203100&5.045e-05 20201115T205100&4.905e-05 20201115T210300&5.14e-05 20201115T213200&4.65e-05 20201115T222200&4.895e-05 20201115T224100&4.735e-05 20201115T230700&4.895e-05 20201115T235900&4.645e-05 20201116T003100&4.745e-05 20201116T010215&4.495e-05 20201116T015248&4.55e-05 20201116T014835|2.905e-05 20201109T083000&3.06e-05 20201109T113000&2.9e-05 20201109T150000&3.03e-05 20201109T163000&2.93e-05 20201109T223000&3.29e-05 20201110T140000&3.19e-05 20201110T153000&3.84e-05 20201110T210000&3.675e-05 20201110T233000&4.24e-05 20201111T073000&3.63e-05 20201111T133000&3.945e-05 20201111T170000&3.395e-05 20201112T000000&3.72e-05 20201112T083000&3.495e-05 20201112T110000&3.635e-05 20201112T133000&3.32e-05 20201112T213000&3.58e-05 20201113T010000&3.45e-05 20201113T050000&4.265e-05 20201113T235100&4.115e-05 20201114T000900&4.26e-05 20201114T005400&3.96e-05 20201114T051200&4.085e-05 20201114T061800&3.805e-05 20201114T093600&4.08e-05 20201114T141800&3.945e-05 20201114T150900&4.205e-05 20201114T163000&4.01e-05 20201114T171500&4.655e-05 20201114T221500&4.375e-05 20201114T231500&4.78e-05 20201115T010300&4.445e-05 20201115T040600&4.785e-05 20201115T075100&4.465e-05 20201115T102700&5.045e-05 20201115T160500&4.865e-05 20201115T161600&5.235e-05 20201115T165900&4.64e-05 20201115T181000&5.005e-05 20201115T185400&4.835e-05 20201115T190800&5.09e-05 20201115T192700&4.845e-05 20201115T203100&5.14e-05 20201115T213200&4.65e-05 20201115T222200&4.895e-05 20201115T224100&4.735e-05 20201115T230700&4.895e-05 20201115T235900&4.55e-05 20201116T014835|2.905e-05 20201109T083000&3.06e-05 20201109T113000&2.9e-05 20201109T150000&3.84e-05 20201110T210000&3.675e-05 20201110T233000&4.24e-05 20201111T073000&3.63e-05 20201111T133000&3.945e-05 20201111T170000&3.395e-05 20201112T000000&3.72e-05 20201112T083000&3.495e-05 20201112T110000&3.32e-05 20201112T213000&4.265e-05 20201113T235100&3.805e-05 20201114T093600&4.205e-05 20201114T163000&4.01e-05 20201114T171500&4.655e-05 20201114T221500&4.375e-05 20201114T231500&4.78e-05 20201115T010300&4.445e-05 20201115T040600&4.785e-05 20201115T075100&4.465e-05 20201115T102700&5.235e-05 20201115T165900&4.64e-05 20201115T181000&5.09e-05 20201115T192700&4.845e-05 20201115T203100&5.14e-05 20201115T213200&4.65e-05 20201115T222200&4.895e-05 20201115T224100&4.55e-05 20201116T014835|2.905e-05 20201109T083000&3.06e-05 20201109T113000&2.9e-05 20201109T150000&4.24e-05 20201111T073000&3.63e-05 20201111T133000&3.945e-05 20201111T170000&3.395e-05 20201112T000000&3.72e-05 20201112T083000&3.32e-05 20201112T213000&4.265e-05 20201113T235100&3.805e-05 20201114T093600&4.655e-05 20201114T221500&4.375e-05 20201114T231500&4.78e-05 20201115T010300&4.445e-05 20201115T040600&4.785e-05 20201115T075100&4.465e-05 20201115T102700&5.235e-05 20201115T165900&4.64e-05 20201115T181000&5.14e-05 20201115T213200&4.65e-05 20201115T222200&4.895e-05 20201115T224100&4.55e-05 20201116T014835|2.9e-05 20201109T150000&4.24e-05 20201111T073000&3.63e-05 20201111T133000&3.945e-05 20201111T170000&3.395e-05 20201112T000000&3.72e-05 20201112T083000&3.32e-05 20201112T213000&4.265e-05 20201113T235100&3.805e-05 20201114T093600&4.655e-05 20201114T221500&4.375e-05 20201114T231500&4.78e-05 20201115T010300&4.445e-05 20201115T040600&4.785e-05 20201115T075100&4.465e-05 20201115T102700&5.235e-05 20201115T165900&4.64e-05 20201115T181000&5.14e-05 20201115T213200&4.55e-05 20201116T014835|2.9e-05 20201109T150000&4.24e-05 20201111T073000&3.63e-05 20201111T133000&3.945e-05 20201111T170000&3.395e-05 20201112T000000&3.72e-05 20201112T083000&3.32e-05 20201112T213000&4.265e-05 20201113T235100&3.805e-05 20201114T093600&4.78e-05 20201115T010300&4.445e-05 20201115T040600&5.235e-05 20201115T165900&4.64e-05 20201115T181000&5.14e-05 20201115T213200&4.55e-05 20201116T014835|4.24e-05 20201111T073000&3.63e-05 20201111T133000&3.945e-05 20201111T170000&3.395e-05 20201112T000000&3.72e-05 20201112T083000&3.32e-05 20201112T213000&4.265e-05 20201113T235100&3.805e-05 20201114T093600&5.235e-05 20201115T165900&4.64e-05 20201115T181000&5.14e-05 20201115T213200&4.55e-05 20201116T014835,7,9.85571,5.31434,0.471429,0.197114,0.0382143,0.0600637,0.471546,0.193869
Predict;10.0186;-18.206;3.78738;-9.92259;10.5559;-5.22438;4.68855;-6.47139;24;226;61;57;98;24;45;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.000440295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0.304487;0;3;0;0.0027491;0;3;0;0.207253;0;10;2;0.880465;0.211468;1;0.986559;1;0.986559;1;0.985235;0.899799;1.00536;0.858981;1.14321;0.610386;1.14321;0.607834;1.14321,[54.3924018; 32.05456656; 88.36703556; 239.52948692999996],true,49,[[2.37587727e-13 1.00000000e+00]];[[2.44249065e-15 1.00000000e+00]];[[0. 1.]],26,OK,0,0,SUSHI,CURVE_BIN_LEARNER,0.968707,99,7.3E-05,2020-Nov-16 01:51:19,0.967984,1.072207,0.970748,0.961413,0 &1.79769e+308 ,3.855e-05 20201110T003000&4.18e-05 20201110T100000&4.025e-05 20201110T130000&4.835e-05 20201111T033000&4.68e-05 20201111T053000&4.865e-05 20201111T073000&4.385e-05 20201111T130000&4.635e-05 20201111T183000&4.49e-05 20201111T203000&4.595e-05 20201111T213000&4.22e-05 20201112T003000&4.32e-05 20201112T030000&4.23e-05 20201112T040000&4.5e-05 20201112T123000&4.21e-05 20201112T190000&4.65e-05 20201113T043000&4.55e-05 20201113T053000&4.895e-05 20201113T090000&4.78e-05 20201113T100000&4.935e-05 20201113T140000&4.815e-05 20201113T153000&5.725e-05 20201113T230000&5.415e-05 20201113T230300&5.96e-05 20201113T233000&5.775e-05 20201113T234500&5.925e-05 20201114T000000&5.545e-05 20201114T011500&5.815e-05 20201114T023300&5.49e-05 20201114T040900&5.84e-05 20201114T060900&5.58e-05 20201114T072100&5.745e-05 20201114T080300&5.425e-05 20201114T110000&5.95e-05 20201114T144800&5.77e-05 20201114T151200&6.34e-05 20201114T162400&6.14e-05 20201114T171500&6.82e-05 20201114T191500&6.48e-05 20201114T200900&6.705e-05 20201114T205700&6.535e-05 20201114T214200&6.82e-05 20201114T230300&6.55e-05 20201114T233300&7.185e-05 20201115T021800&7.03e-05 20201115T023900&7.175e-05 20201115T030300&6.845e-05 20201115T041200&7.485e-05 20201115T064800&7.23e-05 20201115T073000&7.42e-05 20201115T074800&7.105e-05 20201115T085400&7.29e-05 20201115T091500&7.075e-05 20201115T095100&7.245e-05 20201115T100600&7.01e-05 20201115T102500&7.295e-05 20201115T113000&7.035e-05 20201115T121600&7.37e-05 20201115T135000&7.215e-05 20201115T145000&8.065e-05 20201115T153600&7.89e-05 20201115T154900&8.375e-05 20201115T160400&8.085e-05 20201115T161300&8.895e-05 20201115T163700&8.015e-05 20201115T173100&8.215e-05 20201115T173500&7.89e-05 20201115T174800&8.085e-05 20201115T175700&7.7e-05 20201115T184000&7.87e-05 20201115T185800&7.575e-05 20201115T195000&7.74e-05 20201115T201200&7.525e-05 20201115T202300&7.81e-05 20201115T212400&7.105e-05 20201115T222100&7.855e-05 20201115T235900&7.465e-05 20201116T002300&7.71e-05 20201116T004200&7.545e-05 20201116T005500&7.815e-05 20201116T010838&7.485e-05 20201116T013224&7.645e-05 20201116T013521&7.35e-05 20201116T015119|3.855e-05 20201110T003000&4.18e-05 20201110T100000&4.025e-05 20201110T130000&4.835e-05 20201111T033000&4.68e-05 20201111T053000&4.865e-05 20201111T073000&4.385e-05 20201111T130000&4.635e-05 20201111T183000&4.22e-05 20201112T003000&4.5e-05 20201112T123000&4.21e-05 20201112T190000&5.725e-05 20201113T230000&5.415e-05 20201113T230300&5.96e-05 20201113T233000&5.545e-05 20201114T011500&5.815e-05 20201114T023300&5.49e-05 20201114T040900&5.84e-05 20201114T060900&5.425e-05 20201114T110000&5.95e-05 20201114T144800&5.77e-05 20201114T151200&6.34e-05 20201114T162400&6.14e-05 20201114T171500&6.82e-05 20201114T191500&6.48e-05 20201114T200900&6.82e-05 20201114T230300&6.55e-05 20201114T233300&7.185e-05 20201115T021800&6.845e-05 20201115T041200&7.485e-05 20201115T064800&7.01e-05 20201115T102500&7.295e-05 20201115T113000&7.035e-05 20201115T121600&8.375e-05 20201115T160400&8.085e-05 20201115T161300&8.895e-05 20201115T163700&7.525e-05 20201115T202300&7.81e-05 20201115T212400&7.105e-05 20201115T222100&7.855e-05 20201115T235900&7.465e-05 20201116T002300&7.815e-05 20201116T010838&7.35e-05 20201116T015119|3.855e-05 20201110T003000&4.865e-05 20201111T073000&4.385e-05 20201111T130000&4.635e-05 20201111T183000&4.22e-05 20201112T003000&4.5e-05 20201112T123000&4.21e-05 20201112T190000&5.725e-05 20201113T230000&5.415e-05 20201113T230300&5.96e-05 20201113T233000&5.545e-05 20201114T011500&5.815e-05 20201114T023300&5.49e-05 20201114T040900&5.84e-05 20201114T060900&5.425e-05 20201114T110000&6.82e-05 20201114T191500&6.48e-05 20201114T200900&7.185e-05 20201115T021800&6.845e-05 20201115T041200&7.485e-05 20201115T064800&7.01e-05 20201115T102500&8.895e-05 20201115T163700&7.105e-05 20201115T222100&7.855e-05 20201115T235900&7.465e-05 20201116T002300&7.815e-05 20201116T010838&7.35e-05 20201116T015119|3.855e-05 20201110T003000&4.865e-05 20201111T073000&4.385e-05 20201111T130000&4.635e-05 20201111T183000&4.22e-05 20201112T003000&4.5e-05 20201112T123000&4.21e-05 20201112T190000&5.725e-05 20201113T230000&5.415e-05 20201113T230300&5.96e-05 20201113T233000&5.49e-05 20201114T040900&5.84e-05 20201114T060900&5.425e-05 20201114T110000&7.485e-05 20201115T064800&7.01e-05 20201115T102500&8.895e-05 20201115T163700&7.105e-05 20201115T222100&7.855e-05 20201115T235900&7.35e-05 20201116T015119|3.855e-05 20201110T003000&4.865e-05 20201111T073000&4.22e-05 20201112T003000&4.5e-05 20201112T123000&4.21e-05 20201112T190000&5.96e-05 20201113T233000&5.49e-05 20201114T040900&5.84e-05 20201114T060900&5.425e-05 20201114T110000&7.485e-05 20201115T064800&7.01e-05 20201115T102500&8.895e-05 20201115T163700&7.105e-05 20201115T222100&7.855e-05 20201115T235900&7.35e-05 20201116T015119|3.855e-05 20201110T003000&4.865e-05 20201111T073000&4.21e-05 20201112T190000&5.96e-05 20201113T233000&5.425e-05 20201114T110000&8.895e-05 20201115T163700&7.105e-05 20201115T222100&7.855e-05 20201115T235900&7.35e-05 20201116T015119|3.855e-05 20201110T003000&4.865e-05 20201111T073000&4.21e-05 20201112T190000&5.96e-05 20201113T233000&5.425e-05 20201114T110000&8.895e-05 20201115T163700&7.105e-05 20201115T222100&7.855e-05 20201115T235900&7.35e-05 20201116T015119,3.3,1.68665,1.45929,0.121212,0.033733,0.0183235,0.125659,0.873082,0.54319
