Pattern,Score,MarketState,IsBargain,KeepDuration,Result,TransactionCount,MarketState,TimeDiff,PriceDiff,Name,Strategy,BidRatio,OrderBuyTimeDiff,BuyPrice,BuyTime,GlobalMinBuyRatio,GlobalMaxBuyRatio,BuyMinRatio,BuyMaxRatio,BuyPeak,AllPeaks,TransactionCount,TotalLimit,TotalVsLongSellWall,TransactionCountBuyRatio,TotalVsSellWall,BuyVsSellWall,TotalVsBuyRatio,TotalVsLongBuyWall,TotalVsBuyWall
Predict;8.38104;-4.45818;9.79916;-3.45186;5.01144;-7.46967;6.66099;-10.9832;29;20;101;6;40;112;126;153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;53;0.422745;0.758239;1.00266;0.994714;1.00266;0.994714;1.00266;0.994714;1;1.12859;0.975772;1.392;0.975772;1.3956;0.975772;1.3956,,Downs:0;Ups:0Downs:2;Ups:0,true,19,[[4.46937531e-09 9.99999996e-01]];[[2.17098286e-04 9.99782902e-01]];[[5.15347176e-05 9.99948465e-01]],66,OK,679,0.009613,XVS,CURVE_BIN_LEARNER,1.025232,0.000000,0.000226,2020-Nov-18 02:46:09,0.990478,1.118246,0.990040,0.968904,0 &1.79769e+308 ,0.0002259 20201111T073000&0.0002076 20201111T113000&0.00021625 20201111T150000&0.0002035 20201111T173000&0.00021065 20201111T220000&0.0002002 20201112T000000&0.0002145 20201112T020000&0.00020855 20201112T040000&0.00022455 20201112T070000&0.00020655 20201112T100000&0.0002164 20201112T123000&0.0001934 20201112T170000&0.0001994 20201112T193000&0.0001919 20201112T223000&0.0002191 20201113T150000&0.0002113 20201113T180000&0.0002327 20201114T013000&0.0002206 20201114T050000&0.0002267 20201114T063000&0.00021765 20201114T093000&0.0002233 20201114T113000&0.0002184 20201114T123000&0.0002458 20201114T220000&0.0002352 20201115T023000&0.00027025 20201115T153000&0.00024835 20201115T220000&0.00027245 20201116T013900&0.0002609 20201116T021500&0.0002829 20201116T045400&0.000274 20201116T050900&0.00028845 20201116T063300&0.00027435 20201116T070000&0.00028725 20201116T074500&0.0002727 20201116T102100&0.0002789 20201116T103600&0.00027265 20201116T111800&0.00028765 20201116T124800&0.00028185 20201116T130600&0.00029325 20201116T134500&0.00027575 20201116T144800&0.00028515 20201116T151200&0.00026825 20201116T162700&0.00027395 20201116T163300&0.00026655 20201116T165400&0.00027205 20201116T171200&0.0002665 20201116T172400&0.0003191 20201116T200000&0.00029025 20201116T203600&0.0002989 20201116T210300&0.00028965 20201116T212400&0.00030715 20201116T223600&0.0003003 20201116T224200&0.00031275 20201116T225400&0.00030005 20201116T232400&0.00031465 20201116T233000&0.0003003 20201117T000900&0.00031825 20201117T004800&0.0002726 20201117T030300&0.0002854 20201117T033600&0.0002671 20201117T041500&0.000283 20201117T045700&0.0002754 20201117T070300&0.00028265 20201117T072400&0.00026485 20201117T095200&0.0002718 20201117T100800&0.00025775 20201117T103800&0.00026965 20201117T111800&0.00025115 20201117T134500&0.0002581 20201117T141300&0.000243 20201117T154700&0.00024795 20201117T161400&0.00021835 20201117T165900&0.00023665 20201117T172800&0.00022655 20201117T174800&0.00024875 20201117T192900&0.00024045 20201117T193500&0.0002525 20201117T201500&0.00023495 20201117T220700&0.0002506 20201118T001300&0.00022365 20201118T023449&0.0002259 20201118T024609|0.0002259 20201111T073000&0.0002076 20201111T113000&0.00021625 20201111T150000&0.0002035 20201111T173000&0.00021065 20201111T220000&0.0002002 20201112T000000&0.00022455 20201112T070000&0.00020655 20201112T100000&0.0002164 20201112T123000&0.0001934 20201112T170000&0.0001994 20201112T193000&0.0001919 20201112T223000&0.0002191 20201113T150000&0.0002113 20201113T180000&0.0002327 20201114T013000&0.00021765 20201114T093000&0.0002458 20201114T220000&0.0002352 20201115T023000&0.00027025 20201115T153000&0.00024835 20201115T220000&0.00027245 20201116T013900&0.0002609 20201116T021500&0.0002829 20201116T045400&0.000274 20201116T050900&0.00028845 20201116T063300&0.00027435 20201116T070000&0.00028725 20201116T074500&0.00027265 20201116T111800&0.00029325 20201116T134500&0.00027575 20201116T144800&0.00028515 20201116T151200&0.0002665 20201116T172400&0.0003191 20201116T200000&0.00028965 20201116T212400&0.00031275 20201116T225400&0.00030005 20201116T232400&0.00031465 20201116T233000&0.0003003 20201117T000900&0.00031825 20201117T004800&0.0002726 20201117T030300&0.0002854 20201117T033600&0.0002671 20201117T041500&0.000283 20201117T045700&0.00025775 20201117T103800&0.00026965 20201117T111800&0.00021835 20201117T165900&0.00023665 20201117T172800&0.00022655 20201117T174800&0.00024875 20201117T192900&0.00024045 20201117T193500&0.0002525 20201117T201500&0.00023495 20201117T220700&0.0002506 20201118T001300&0.00022365 20201118T023449&0.0002259 20201118T024609|0.0002259 20201111T073000&0.0002076 20201111T113000&0.00021625 20201111T150000&0.0002002 20201112T000000&0.00022455 20201112T070000&0.00020655 20201112T100000&0.0002164 20201112T123000&0.0001919 20201112T223000&0.0002327 20201114T013000&0.00021765 20201114T093000&0.0002458 20201114T220000&0.0002352 20201115T023000&0.00027025 20201115T153000&0.00024835 20201115T220000&0.00027245 20201116T013900&0.0002609 20201116T021500&0.00028845 20201116T063300&0.00027435 20201116T070000&0.00028725 20201116T074500&0.00027265 20201116T111800&0.00029325 20201116T134500&0.0002665 20201116T172400&0.0003191 20201116T200000&0.00028965 20201116T212400&0.00031275 20201116T225400&0.00030005 20201116T232400&0.00031465 20201116T233000&0.0003003 20201117T000900&0.00031825 20201117T004800&0.0002726 20201117T030300&0.0002854 20201117T033600&0.0002671 20201117T041500&0.000283 20201117T045700&0.00025775 20201117T103800&0.00026965 20201117T111800&0.00021835 20201117T165900&0.00023665 20201117T172800&0.00022655 20201117T174800&0.0002525 20201117T201500&0.00023495 20201117T220700&0.0002506 20201118T001300&0.00022365 20201118T023449&0.0002259 20201118T024609|0.0002259 20201111T073000&0.0002002 20201112T000000&0.00022455 20201112T070000&0.0001919 20201112T223000&0.0002327 20201114T013000&0.00021765 20201114T093000&0.00027025 20201115T153000&0.00024835 20201115T220000&0.00028845 20201116T063300&0.00027265 20201116T111800&0.00029325 20201116T134500&0.0002665 20201116T172400&0.0003191 20201116T200000&0.00028965 20201116T212400&0.00031825 20201117T004800&0.0002671 20201117T041500&0.000283 20201117T045700&0.00021835 20201117T165900&0.0002525 20201117T201500&0.00023495 20201117T220700&0.0002506 20201118T001300&0.0002259 20201118T024609|0.0002259 20201111T073000&0.0002002 20201112T000000&0.00022455 20201112T070000&0.0001919 20201112T223000&0.0002327 20201114T013000&0.00021765 20201114T093000&0.00027025 20201115T153000&0.00024835 20201115T220000&0.00029325 20201116T134500&0.0002665 20201116T172400&0.0003191 20201116T200000&0.00028965 20201116T212400&0.00031825 20201117T004800&0.00021835 20201117T165900&0.0002525 20201117T201500&0.00023495 20201117T220700&0.0002506 20201118T001300&0.0002259 20201118T024609|0.0002259 20201111T073000&0.0002002 20201112T000000&0.00022455 20201112T070000&0.0001919 20201112T223000&0.00027025 20201115T153000&0.00024835 20201115T220000&0.00029325 20201116T134500&0.0002665 20201116T172400&0.0003191 20201116T200000&0.00028965 20201116T212400&0.00031825 20201117T004800&0.00021835 20201117T165900&0.0002525 20201117T201500&0.0002259 20201118T024609|0.0002259 20201111T073000&0.0002002 20201112T000000&0.00022455 20201112T070000&0.0001919 20201112T223000&0.00027025 20201115T153000&0.00024835 20201115T220000&0.00029325 20201116T134500&0.0002665 20201116T172400&0.0003191 20201116T200000&0.00028965 20201116T212400&0.00031825 20201117T004800&0.00021835 20201117T165900&0.0002525 20201117T201500&0.0002259 20201118T024609,6.8,1.19595,6.44786,0.808824,0.0239191,0.00749212,0.64652,0.345601,0.313228
Predict;3.38164;-4.39024;13.1707;-4.5045;7.20721;-5.30973;6.19469;-10.0917;47;89;117;22;43;37;129;185;0;0;0;0;2;0;0.157635;0;0;0;0;0;3;0;0.00321033;0;0;0;0;0;36;0;3.17896;0;52;1;1.35811;0.0295631;59;2;1.09724;0.0485646;8;4;0.456052;0.00289044;5;3;0.0897061;0.00999333;27;1;0.457348;0.00048174;25;1;0.669606;0.00407814;22;1;1.09192;0.0002739;7;0;0.13796;0;10;1;0.508585;0.704794;12;1;0.19477;0.0815419;14;1;0.273841;0.0027973;24;0;0.367318;0;14;2;0.244709;0.0311899;9;1;0.190483;0.0498479;1.00926;0.990909;1.00926;0.981982;1.00926;0.964602;1;1.10092;0.922574;1.10092;0.839021;1.10092;0.839021;1.10092,,Downs:0;Ups:0Downs:1;Ups:0,true,38,[[2.25147098e-05 9.99977485e-01]];[[0.02580712 0.97419288]];[[1.86739513e-13 1.00000000e+00]],348,OK,1,0.000000,RSR,CURVE_BIN_LEARNER,1.018182,1.000000,0.000001,2020-Nov-18 02:51:50,1.000000,1.100917,0.990909,0.977778,0 &1.79769e+308 ,1.09e-06 20201111T053000&1.12e-06 20201111T080000&1.035e-06 20201111T133000&1.16e-06 20201111T170000&1.1e-06 20201111T200000&1.15e-06 20201111T220000&1.09e-06 20201112T000000&1.13e-06 20201112T043000&9.75e-07 20201112T170000&1.015e-06 20201112T180000&9.7e-07 20201112T233000&1.04e-06 20201113T030000&1.015e-06 20201113T070000&1.085e-06 20201113T140000&1.045e-06 20201113T200000&1.08e-06 20201113T233000&9.9e-07 20201114T093000&1.05e-06 20201115T083000&9.4e-07 20201115T220000&9.75e-07 20201116T013900&9.55e-07 20201116T014800&9.75e-07 20201116T021200&9.5e-07 20201116T025700&9.7e-07 20201116T033300&9.5e-07 20201116T033900&9.95e-07 20201116T060000&9.7e-07 20201116T075100&1.06e-06 20201116T121800&9.7e-07 20201116T163600&1.065e-06 20201116T183600&1.015e-06 20201116T193600&1.045e-06 20201116T204200&1.02e-06 20201116T221200&1.05e-06 20201116T231800&1.025e-06 20201117T000900&1.08e-06 20201117T052100&1.02e-06 20201117T112500&1.095e-06 20201117T131800&1.07e-06 20201117T143200&1.1e-06 20201117T150200&1.035e-06 20201117T154200&1.07e-06 20201117T162900&1.045e-06 20201117T170600&1.07e-06 20201117T171400&1.025e-06 20201117T175800&1.16e-06 20201117T195500&1.11e-06 20201117T201700&1.19e-06 20201117T210000&1.155e-06 20201117T210700&1.185e-06 20201117T212300&1.13e-06 20201117T213700&1.155e-06 20201117T215500&1.13e-06 20201117T221300&1.175e-06 20201117T231200&1.145e-06 20201117T232200&1.2e-06 20201117T234600&1.17e-06 20201117T235800&1.2e-06 20201118T000600&1.09e-06 20201118T025149&1.1e-06 20201118T025150|1.035e-06 20201111T133000&1.16e-06 20201111T170000&1.1e-06 20201111T200000&1.15e-06 20201111T220000&1.09e-06 20201112T000000&1.13e-06 20201112T043000&9.75e-07 20201112T170000&1.015e-06 20201112T180000&9.7e-07 20201112T233000&1.085e-06 20201113T140000&1.045e-06 20201113T200000&1.08e-06 20201113T233000&9.9e-07 20201114T093000&1.05e-06 20201115T083000&9.4e-07 20201115T220000&1.06e-06 20201116T121800&9.7e-07 20201116T163600&1.065e-06 20201116T183600&1.015e-06 20201116T193600&1.08e-06 20201117T052100&1.02e-06 20201117T112500&1.1e-06 20201117T150200&1.035e-06 20201117T154200&1.07e-06 20201117T162900&1.025e-06 20201117T175800&1.16e-06 20201117T195500&1.11e-06 20201117T201700&1.19e-06 20201117T210000&1.13e-06 20201117T213700&1.2e-06 20201117T234600&1.09e-06 20201118T025149&1.1e-06 20201118T025150|1.035e-06 20201111T133000&1.16e-06 20201111T170000&1.1e-06 20201111T200000&1.15e-06 20201111T220000&9.75e-07 20201112T170000&1.015e-06 20201112T180000&9.7e-07 20201112T233000&1.085e-06 20201113T140000&9.9e-07 20201114T093000&1.05e-06 20201115T083000&9.4e-07 20201115T220000&1.06e-06 20201116T121800&9.7e-07 20201116T163600&1.065e-06 20201116T183600&1.015e-06 20201116T193600&1.08e-06 20201117T052100&1.02e-06 20201117T112500&1.1e-06 20201117T150200&1.025e-06 20201117T175800&1.16e-06 20201117T195500&1.11e-06 20201117T201700&1.19e-06 20201117T210000&1.13e-06 20201117T213700&1.2e-06 20201117T234600&1.1e-06 20201118T025150|1.035e-06 20201111T133000&1.16e-06 20201111T170000&9.7e-07 20201112T233000&1.085e-06 20201113T140000&9.9e-07 20201114T093000&1.05e-06 20201115T083000&9.4e-07 20201115T220000&1.06e-06 20201116T121800&9.7e-07 20201116T163600&1.08e-06 20201117T052100&1.02e-06 20201117T112500&1.1e-06 20201117T150200&1.025e-06 20201117T175800&1.19e-06 20201117T210000&1.13e-06 20201117T213700&1.2e-06 20201117T234600&1.1e-06 20201118T025150|1.035e-06 20201111T133000&1.16e-06 20201111T170000&9.7e-07 20201112T233000&1.085e-06 20201113T140000&9.9e-07 20201114T093000&1.05e-06 20201115T083000&9.4e-07 20201115T220000&1.06e-06 20201116T121800&9.7e-07 20201116T163600&1.1e-06 20201117T150200&1.025e-06 20201117T175800&1.2e-06 20201117T234600&1.1e-06 20201118T025150|1.035e-06 20201111T133000&1.16e-06 20201111T170000&9.7e-07 20201112T233000&1.085e-06 20201113T140000&9.4e-07 20201115T220000&1.06e-06 20201116T121800&9.7e-07 20201116T163600&1.2e-06 20201117T234600&1.1e-06 20201118T025150|1.035e-06 20201111T133000&1.16e-06 20201111T170000&9.7e-07 20201112T233000&1.085e-06 20201113T140000&9.4e-07 20201115T220000&1.06e-06 20201116T121800&9.7e-07 20201116T163600&1.2e-06 20201117T234600&1.1e-06 20201118T025150,36.5,11.7335,4.42508,0.0657534,0.234669,0.0117974,0.0833284,0.311098,0.0502723
Predict;7.66067;-9.00573;12.3894;-6.8283;3.76051;-6.39269;3.09488;-9.01288;95;130;172;28;45;57;37;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;20;0.264805;0.0312835;2;0;0.0210721;0;1.00215;0.987288;1.00215;0.987288;1.00215;0.984161;1;1.15378;0.908773;1.20208;0.855998;1.20208;0.828109;1.20208,,Downs:1;Ups:4Downs:2;Ups:14,true,19,[[4.83260141e-06 9.99995167e-01]];[[0.00276544 0.99723456]];[[1.52343383e-05 9.99984766e-01]],40,HORRIBLE,0,0.000000,AUDIO,CURVE_BIN_LEARNER,0.954545,13.000000,0.000009,2020-Nov-18 03:57:39,1.000000,1.158262,0.956169,0.909449,0 &1.79769e+308 ,9.615e-06 20201111T093000&8.32e-06 20201111T163000&8.65e-06 20201111T170000&8.38e-06 20201111T180000&8.585e-06 20201111T220000&8.285e-06 20201112T003000&8.795e-06 20201112T030000&8.575e-06 20201112T060000&9.22e-06 20201112T083000&8.485e-06 20201112T100000&9.895e-06 20201112T150000&9.195e-06 20201112T210000&9.74e-06 20201112T223000&9.35e-06 20201112T233000&1.0325e-05 20201113T033000&1.004e-05 20201113T040000&1.0465e-05 20201113T060000&9.23e-06 20201113T113000&1.038e-05 20201113T140000&9.145e-06 20201113T190000&9.41e-06 20201113T203000&9.08e-06 20201113T220000&9.595e-06 20201114T013000&8.96e-06 20201114T050000&9.36e-06 20201114T073000&8.6e-06 20201114T113000&8.79e-06 20201114T133000&7.995e-06 20201115T000000&8.745e-06 20201115T083000&8.265e-06 20201115T113000&8.485e-06 20201115T130000&8.215e-06 20201115T153000&9.075e-06 20201115T180000&8.615e-06 20201115T220000&9.665e-06 20201116T003300&8.65e-06 20201116T025100&8.865e-06 20201116T033900&8.56e-06 20201116T051800&9.15e-06 20201116T085100&8.655e-06 20201116T110300&8.925e-06 20201116T122700&8.2e-06 20201116T191800&8.835e-06 20201116T222400&8.47e-06 20201116T235100&8.97e-06 20201117T020300&8.62e-06 20201117T025100&1.008e-05 20201117T051800&9.69e-06 20201117T061200&9.885e-06 20201117T062100&9.45e-06 20201117T073600&1.0355e-05 20201117T093900&9.965e-06 20201117T102900&1.13e-05 20201117T112100&1.055e-05 20201117T113500&1.1235e-05 20201117T115200&1.0875e-05 20201117T115900&1.1245e-05 20201117T121200&1.0575e-05 20201117T124500&1.1185e-05 20201117T132700&1.081e-05 20201117T134600&1.1135e-05 20201117T141400&9.885e-06 20201117T151300&1.032e-05 20201117T153200&9.665e-06 20201117T154500&1.0505e-05 20201117T162400&9.835e-06 20201117T164100&1.023e-05 20201117T164500&9.725e-06 20201117T173400&1.047e-05 20201117T190900&9.605e-06 20201117T211900&1.019e-05 20201117T223700&9.98e-06 20201117T231100&1.0795e-05 20201118T001100&1.0105e-05 20201118T003900&1.0485e-05 20201118T012400&9.855e-06 20201118T022100&1.016e-05 20201118T025813&9.24e-06 20201118T035739|9.615e-06 20201111T093000&8.32e-06 20201111T163000&8.65e-06 20201111T170000&8.285e-06 20201112T003000&9.22e-06 20201112T083000&8.485e-06 20201112T100000&9.895e-06 20201112T150000&9.195e-06 20201112T210000&9.74e-06 20201112T223000&9.35e-06 20201112T233000&1.0465e-05 20201113T060000&9.23e-06 20201113T113000&1.038e-05 20201113T140000&9.08e-06 20201113T220000&9.595e-06 20201114T013000&8.96e-06 20201114T050000&9.36e-06 20201114T073000&7.995e-06 20201115T000000&8.745e-06 20201115T083000&8.215e-06 20201115T153000&9.075e-06 20201115T180000&8.615e-06 20201115T220000&9.665e-06 20201116T003300&8.56e-06 20201116T051800&9.15e-06 20201116T085100&8.655e-06 20201116T110300&8.925e-06 20201116T122700&8.2e-06 20201116T191800&8.835e-06 20201116T222400&8.47e-06 20201116T235100&8.97e-06 20201117T020300&8.62e-06 20201117T025100&1.008e-05 20201117T051800&9.45e-06 20201117T073600&1.0355e-05 20201117T093900&9.965e-06 20201117T102900&1.13e-05 20201117T112100&1.055e-05 20201117T113500&1.1235e-05 20201117T115200&1.0875e-05 20201117T115900&1.1245e-05 20201117T121200&1.0575e-05 20201117T124500&1.1185e-05 20201117T132700&1.081e-05 20201117T134600&1.1135e-05 20201117T141400&9.885e-06 20201117T151300&1.032e-05 20201117T153200&9.665e-06 20201117T154500&1.0505e-05 20201117T162400&9.835e-06 20201117T164100&1.023e-05 20201117T164500&9.725e-06 20201117T173400&1.047e-05 20201117T190900&9.605e-06 20201117T211900&1.0795e-05 20201118T001100&1.0105e-05 20201118T003900&1.0485e-05 20201118T012400&9.855e-06 20201118T022100&1.016e-05 20201118T025813&9.24e-06 20201118T035739|9.615e-06 20201111T093000&8.285e-06 20201112T003000&9.22e-06 20201112T083000&8.485e-06 20201112T100000&9.895e-06 20201112T150000&9.195e-06 20201112T210000&9.74e-06 20201112T223000&9.35e-06 20201112T233000&1.0465e-05 20201113T060000&9.23e-06 20201113T113000&1.038e-05 20201113T140000&9.08e-06 20201113T220000&9.595e-06 20201114T013000&8.96e-06 20201114T050000&9.36e-06 20201114T073000&7.995e-06 20201115T000000&8.745e-06 20201115T083000&8.215e-06 20201115T153000&9.075e-06 20201115T180000&8.615e-06 20201115T220000&9.665e-06 20201116T003300&8.56e-06 20201116T051800&9.15e-06 20201116T085100&8.2e-06 20201116T191800&8.835e-06 20201116T222400&8.47e-06 20201116T235100&1.008e-05 20201117T051800&9.45e-06 20201117T073600&1.13e-05 20201117T112100&1.055e-05 20201117T113500&1.1245e-05 20201117T121200&1.0575e-05 20201117T124500&1.1185e-05 20201117T132700&9.885e-06 20201117T151300&1.032e-05 20201117T153200&9.665e-06 20201117T154500&1.0505e-05 20201117T162400&9.835e-06 20201117T164100&9.725e-06 20201117T173400&1.047e-05 20201117T190900&9.605e-06 20201117T211900&1.0795e-05 20201118T001100&9.24e-06 20201118T035739|9.615e-06 20201111T093000&8.285e-06 20201112T003000&9.22e-06 20201112T083000&8.485e-06 20201112T100000&9.895e-06 20201112T150000&9.195e-06 20201112T210000&1.0465e-05 20201113T060000&9.23e-06 20201113T113000&1.038e-05 20201113T140000&9.08e-06 20201113T220000&9.595e-06 20201114T013000&7.995e-06 20201115T000000&8.745e-06 20201115T083000&8.215e-06 20201115T153000&9.075e-06 20201115T180000&8.615e-06 20201115T220000&9.665e-06 20201116T003300&8.56e-06 20201116T051800&9.15e-06 20201116T085100&8.2e-06 20201116T191800&1.008e-05 20201117T051800&9.45e-06 20201117T073600&1.13e-05 20201117T112100&1.055e-05 20201117T113500&1.1245e-05 20201117T121200&1.0575e-05 20201117T124500&1.1185e-05 20201117T132700&9.665e-06 20201117T154500&1.0505e-05 20201117T162400&9.725e-06 20201117T173400&1.047e-05 20201117T190900&9.605e-06 20201117T211900&1.0795e-05 20201118T001100&9.24e-06 20201118T035739|9.615e-06 20201111T093000&8.285e-06 20201112T003000&9.22e-06 20201112T083000&8.485e-06 20201112T100000&9.895e-06 20201112T150000&9.195e-06 20201112T210000&1.0465e-05 20201113T060000&9.23e-06 20201113T113000&1.038e-05 20201113T140000&7.995e-06 20201115T000000&8.745e-06 20201115T083000&8.215e-06 20201115T153000&9.665e-06 20201116T003300&8.56e-06 20201116T051800&9.15e-06 20201116T085100&8.2e-06 20201116T191800&1.008e-05 20201117T051800&9.45e-06 20201117T073600&1.13e-05 20201117T112100&1.055e-05 20201117T113500&1.1245e-05 20201117T121200&9.665e-06 20201117T154500&1.0505e-05 20201117T162400&9.725e-06 20201117T173400&1.047e-05 20201117T190900&9.605e-06 20201117T211900&1.0795e-05 20201118T001100&9.24e-06 20201118T035739|9.615e-06 20201111T093000&8.285e-06 20201112T003000&9.22e-06 20201112T083000&8.485e-06 20201112T100000&9.895e-06 20201112T150000&9.195e-06 20201112T210000&1.0465e-05 20201113T060000&9.23e-06 20201113T113000&1.038e-05 20201113T140000&7.995e-06 20201115T000000&9.665e-06 20201116T003300&8.2e-06 20201116T191800&1.13e-05 20201117T112100&9.665e-06 20201117T154500&1.0505e-05 20201117T162400&9.725e-06 20201117T173400&1.047e-05 20201117T190900&9.605e-06 20201117T211900&1.0795e-05 20201118T001100&9.24e-06 20201118T035739|9.615e-06 20201111T093000&8.285e-06 20201112T003000&1.0465e-05 20201113T060000&9.23e-06 20201113T113000&1.038e-05 20201113T140000&7.995e-06 20201115T000000&9.665e-06 20201116T003300&8.2e-06 20201116T191800&1.13e-05 20201117T112100&9.665e-06 20201117T154500&1.0505e-05 20201117T162400&9.605e-06 20201117T211900&1.0795e-05 20201118T001100&9.24e-06 20201118T035739,4.4,0.319685,0.784789,0.5,0.063937,0.0212981,0.102078,1.2615,0.333111
