Pattern,Score,MarketState,IsBargain,KeepDuration,Result,TransactionCount,MarketState,TimeDiff,PriceDiff,Name,Strategy,BidRatio,OrderBuyTimeDiff,BuyPrice,BuyTime,GlobalMinBuyRatio,GlobalMaxBuyRatio,BuyMinRatio,BuyMaxRatio,BuyPeak,AllPeaks,TransactionCount,TotalLimit,TotalVsLongSellWall,TransactionCountBuyRatio,TotalVsSellWall,BuyVsSellWall,TotalVsBuyRatio,TotalVsLongBuyWall,TotalVsBuyWall
Predict;11.8818;-3.67472;4.73662;-9.71897;12.0023;-4.86501;14.8691;-3.66065;50;3;16;56;98;18;121;2;1;3;0.00147728;0.00838225;0;0;0;0;3;0;0.00153057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0.0290248;0.0176024;3;2;0.00475218;0.00300395;1;0;0.00080145;0;1;0;0.00895493;0;0;0;0;0;23;2;0.601517;0.0246322;16;0;0.212213;0;2;0;0.0530155;0;0;0;0;0;2;0;0.00159376;0;2;2;0.0154561;0.0171793;24;1;0.228531;0.0020275;21;0;0.146666;0;1.00323;0.989961;1.00323;0.985136;1.00323;0.980359;0.784295;1.03661;0.514374;1.03661;0.419215;1.03661;0.419215;1.03661,[17.849779480000002; 10.99044598; -1.4271478599999998; -19.09886412],Downs:1;Ups:1Downs:2;Ups:2,true,6,[[0.06149435 0.93850565]];[[0.00195704 0.99804296]];[[0.34539627 0.65460373]],112,OK,0,0.000000,HARD,CURVE_BIN_LEARNER,1.063045,21.000000,0.000040,2020-Nov-16 21:33:40,0.815607,1.036606,1.001374,0.925104,0 &1.79769e+308 ,3.795e-05 20201109T233000&3.8775e-05 20201110T000000&3.7615e-05 20201110T013000&5.086e-05 20201110T033000&4.8605e-05 20201110T053000&5.238e-05 20201110T080000&3.9835e-05 20201110T180000&4.13e-05 20201110T200000&3.7785e-05 20201111T020000&4.0865e-05 20201111T053000&3.0675e-05 20201112T040000&3.1835e-05 20201112T050000&2.7965e-05 20201112T113000&2.862e-05 20201112T130000&2.461e-05 20201113T003000&2.5915e-05 20201113T030000&2.5335e-05 20201113T060000&2.694e-05 20201113T083000&2.6245e-05 20201113T093000&2.7295e-05 20201113T110000&2.595e-05 20201113T123000&2.712e-05 20201113T200000&2.549e-05 20201114T020000&2.6285e-05 20201114T050000&2.412e-05 20201114T110000&2.5245e-05 20201114T143000&2.466e-05 20201114T173000&2.6465e-05 20201114T220300&2.545e-05 20201114T232400&3.2065e-05 20201115T034500&2.8595e-05 20201115T040300&2.948e-05 20201115T041200&2.881e-05 20201115T042100&3.2275e-05 20201115T052100&3.1315e-05 20201115T053900&3.417e-05 20201115T061200&3.063e-05 20201115T071200&3.2185e-05 20201115T084200&3.1375e-05 20201115T085400&3.2795e-05 20201115T100300&2.8815e-05 20201115T123300&3.023e-05 20201115T132400&2.901e-05 20201115T135700&3.001e-05 20201115T144200&2.7605e-05 20201115T164500&2.8495e-05 20201115T170300&2.6225e-05 20201115T185700&2.698e-05 20201115T194200&2.592e-05 20201115T222100&2.8205e-05 20201115T233900&2.754e-05 20201116T000000&3.142e-05 20201116T013900&2.987e-05 20201116T015700&3.2175e-05 20201116T022700&3.086e-05 20201116T023300&3.155e-05 20201116T025100&2.9875e-05 20201116T035400&3.353e-05 20201116T043600&3.234e-05 20201116T050100&3.357e-05 20201116T050900&3.287e-05 20201116T051300&3.377e-05 20201116T051900&3.2585e-05 20201116T053700&3.338e-05 20201116T055600&3.132e-05 20201116T062000&3.221e-05 20201116T064400&3.065e-05 20201116T065500&3.129e-05 20201116T070100&2.945e-05 20201116T073400&3.205e-05 20201116T080600&3.101e-05 20201116T084200&3.378e-05 20201116T093500&3.245e-05 20201116T095900&3.639e-05 20201116T112200&3.4665e-05 20201116T112600&3.5455e-05 20201116T113000&3.4255e-05 20201116T114500&3.686e-05 20201116T123100&3.306e-05 20201116T132400&3.466e-05 20201116T135900&3.378e-05 20201116T140900&3.4625e-05 20201116T141800&3.2975e-05 20201116T143700&3.419e-05 20201116T150700&3.316e-05 20201116T152900&3.71e-05 20201116T161900&3.5785e-05 20201116T162200&3.748e-05 20201116T163800&3.527e-05 20201116T165700&3.6275e-05 20201116T170800&3.416e-05 20201116T173400&3.7385e-05 20201116T183200&3.628e-05 20201116T183500&3.7415e-05 20201116T184300&3.648e-05 20201116T184700&3.818e-05 20201116T185800&3.706e-05 20201116T190300&3.826e-05 20201116T191200&3.6485e-05 20201116T193000&3.777e-05 20201116T194000&3.6765e-05 20201116T195400&3.809e-05 20201116T201000&3.7175e-05 20201116T204700&4.191e-05 20201116T213136&4.0075e-05 20201116T213413&4.002e-05 20201116T213340|3.7615e-05 20201110T013000&5.086e-05 20201110T033000&4.8605e-05 20201110T053000&5.238e-05 20201110T080000&3.9835e-05 20201110T180000&4.13e-05 20201110T200000&3.7785e-05 20201111T020000&4.0865e-05 20201111T053000&3.0675e-05 20201112T040000&3.1835e-05 20201112T050000&2.461e-05 20201113T003000&2.7295e-05 20201113T110000&2.595e-05 20201113T123000&2.712e-05 20201113T200000&2.549e-05 20201114T020000&2.6285e-05 20201114T050000&2.412e-05 20201114T110000&2.6465e-05 20201114T220300&2.545e-05 20201114T232400&3.2065e-05 20201115T034500&2.8595e-05 20201115T040300&3.417e-05 20201115T061200&3.063e-05 20201115T071200&3.2795e-05 20201115T100300&2.8815e-05 20201115T123300&3.023e-05 20201115T132400&2.901e-05 20201115T135700&3.001e-05 20201115T144200&2.7605e-05 20201115T164500&2.8495e-05 20201115T170300&2.592e-05 20201115T222100&3.142e-05 20201116T013900&2.987e-05 20201116T015700&3.2175e-05 20201116T022700&2.9875e-05 20201116T035400&3.353e-05 20201116T043600&3.234e-05 20201116T050100&3.377e-05 20201116T051900&2.945e-05 20201116T073400&3.205e-05 20201116T080600&3.101e-05 20201116T084200&3.378e-05 20201116T093500&3.245e-05 20201116T095900&3.639e-05 20201116T112200&3.4255e-05 20201116T114500&3.686e-05 20201116T123100&3.306e-05 20201116T132400&3.466e-05 20201116T135900&3.2975e-05 20201116T143700&3.419e-05 20201116T150700&3.316e-05 20201116T152900&3.71e-05 20201116T161900&3.5785e-05 20201116T162200&3.748e-05 20201116T163800&3.416e-05 20201116T173400&3.826e-05 20201116T191200&3.6485e-05 20201116T193000&4.191e-05 20201116T213136&4.0075e-05 20201116T213413&4.002e-05 20201116T213340|3.7615e-05 20201110T013000&5.086e-05 20201110T033000&4.8605e-05 20201110T053000&5.238e-05 20201110T080000&3.7785e-05 20201111T020000&4.0865e-05 20201111T053000&2.461e-05 20201113T003000&2.7295e-05 20201113T110000&2.595e-05 20201113T123000&2.712e-05 20201113T200000&2.412e-05 20201114T110000&3.2065e-05 20201115T034500&2.8595e-05 20201115T040300&3.417e-05 20201115T061200&3.063e-05 20201115T071200&3.2795e-05 20201115T100300&2.8815e-05 20201115T123300&3.023e-05 20201115T132400&2.592e-05 20201115T222100&3.142e-05 20201116T013900&2.987e-05 20201116T015700&3.2175e-05 20201116T022700&2.9875e-05 20201116T035400&3.377e-05 20201116T051900&2.945e-05 20201116T073400&3.639e-05 20201116T112200&3.4255e-05 20201116T114500&3.686e-05 20201116T123100&3.306e-05 20201116T132400&3.466e-05 20201116T135900&3.2975e-05 20201116T143700&3.748e-05 20201116T163800&3.416e-05 20201116T173400&3.826e-05 20201116T191200&3.6485e-05 20201116T193000&4.191e-05 20201116T213136&4.0075e-05 20201116T213413&4.002e-05 20201116T213340|3.7615e-05 20201110T013000&5.238e-05 20201110T080000&3.7785e-05 20201111T020000&4.0865e-05 20201111T053000&2.461e-05 20201113T003000&2.7295e-05 20201113T110000&2.412e-05 20201114T110000&3.2065e-05 20201115T034500&2.8595e-05 20201115T040300&3.417e-05 20201115T061200&3.063e-05 20201115T071200&3.2795e-05 20201115T100300&2.592e-05 20201115T222100&3.2175e-05 20201116T022700&2.9875e-05 20201116T035400&3.377e-05 20201116T051900&2.945e-05 20201116T073400&3.639e-05 20201116T112200&3.4255e-05 20201116T114500&3.686e-05 20201116T123100&3.2975e-05 20201116T143700&3.748e-05 20201116T163800&3.416e-05 20201116T173400&4.002e-05 20201116T213340|3.7615e-05 20201110T013000&5.238e-05 20201110T080000&3.7785e-05 20201111T020000&4.0865e-05 20201111T053000&2.461e-05 20201113T003000&2.7295e-05 20201113T110000&2.412e-05 20201114T110000&3.2065e-05 20201115T034500&2.8595e-05 20201115T040300&3.417e-05 20201115T061200&3.063e-05 20201115T071200&3.2795e-05 20201115T100300&2.592e-05 20201115T222100&3.2175e-05 20201116T022700&2.9875e-05 20201116T035400&3.377e-05 20201116T051900&2.945e-05 20201116T073400&3.686e-05 20201116T123100&3.2975e-05 20201116T143700&3.748e-05 20201116T163800&3.416e-05 20201116T173400&4.002e-05 20201116T213340|3.7615e-05 20201110T013000&5.238e-05 20201110T080000&3.7785e-05 20201111T020000&4.0865e-05 20201111T053000&2.461e-05 20201113T003000&2.7295e-05 20201113T110000&2.412e-05 20201114T110000&3.2065e-05 20201115T034500&2.8595e-05 20201115T040300&3.417e-05 20201115T061200&3.063e-05 20201115T071200&2.592e-05 20201115T222100&3.2175e-05 20201116T022700&2.9875e-05 20201116T035400&3.377e-05 20201116T051900&2.945e-05 20201116T073400&3.686e-05 20201116T123100&3.2975e-05 20201116T143700&3.748e-05 20201116T163800&3.416e-05 20201116T173400&4.002e-05 20201116T213340|3.7615e-05 20201110T013000&5.238e-05 20201110T080000&3.7785e-05 20201111T020000&2.461e-05 20201113T003000&2.7295e-05 20201113T110000&2.412e-05 20201114T110000&3.2065e-05 20201115T034500&2.8595e-05 20201115T040300&3.417e-05 20201115T061200&2.592e-05 20201115T222100&3.377e-05 20201116T051900&2.945e-05 20201116T073400&3.686e-05 20201116T123100&3.2975e-05 20201116T143700&3.748e-05 20201116T163800&3.416e-05 20201116T173400&4.002e-05 20201116T213340,15.5,2.1795,6.57406,0.154839,0.04359,0.00607706,0.114887,0.489414,0.139414
Predict;6.45653;-7.10997;11.5601;-3.463;5.59772;-10.5812;7.00447;-9.56256;58;27;75;9;15;132;40;58;0;0;0;0;2;3;0.0765396;0.00174211;0;0;0;0;1;0;0.0052662;0;2;0;0.0298284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0.318012;0.0314785;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.120906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;2;0.345401;0.00104055;8;11;0.354218;0.11912;1;0.986948;1;0.983984;1;0.976167;0.994445;1.13139;0.730723;1.18224;0.322788;1.18224;0.233026;1.18224,[15.182813889999998; -11.055377109999998; -11.482852030000002; 49.905180669999986],Downs:0;Ups:0Downs:1;Ups:0,true,0,[[5.65477969e-05 9.99943452e-01]];[[7.48518085e-06 9.99992515e-01]];[[3.94916120e-05 9.99960508e-01]],58,OK,0,0.000000,ALPHA,CURVE_BIN_LEARNER,0.968554,13.000000,0.000010,2020-Nov-16 21:48:00,0.994405,1.132248,0.970438,0.948743,0 &1.79769e+308 ,3.09e-06 20201109T230000&3.52e-06 20201110T013000&3.355e-06 20201110T040000&3.515e-06 20201110T063000&3.355e-06 20201110T073000&3.44e-06 20201110T093000&3.26e-06 20201110T120000&3.43e-06 20201110T140000&3.23e-06 20201110T150000&3.445e-06 20201111T000000&3.255e-06 20201111T030000&4.015e-06 20201111T093000&3.855e-06 20201111T103000&4.12e-06 20201111T120000&4.01e-06 20201111T130000&4.285e-06 20201111T150000&3.615e-06 20201112T000000&4.055e-06 20201112T013000&3.94e-06 20201112T020000&4.025e-06 20201112T033000&3.895e-06 20201112T043000&4.745e-06 20201112T073000&4.545e-06 20201112T080000&4.81e-06 20201112T090000&4.28e-06 20201112T123000&4.61e-06 20201112T143000&4.27e-06 20201112T160000&4.415e-06 20201112T170000&3.94e-06 20201113T003000&4.28e-06 20201113T020000&4.19e-06 20201113T030000&4.58e-06 20201113T063000&4.465e-06 20201113T073000&4.575e-06 20201113T080000&4.475e-06 20201113T090000&4.605e-06 20201113T100000&4.45e-06 20201113T113000&5.21e-06 20201113T190000&5.03e-06 20201113T203000&5.495e-06 20201114T003000&5.36e-06 20201114T010000&5.52e-06 20201114T030000&5.175e-06 20201114T050000&5.87e-06 20201114T080000&5.72e-06 20201114T083000&6.445e-06 20201114T130000&5.56e-06 20201114T160000&5.86e-06 20201114T163000&5.42e-06 20201114T194500&5.595e-06 20201114T200900&5.445e-06 20201114T204200&6.185e-06 20201114T225400&6.055e-06 20201114T230000&6.185e-06 20201114T230900&5.675e-06 20201115T001200&6.28e-06 20201115T024500&6.11e-06 20201115T033000&6.34e-06 20201115T040600&6.14e-06 20201115T061500&6.96e-06 20201115T083300&6.58e-06 20201115T093900&6.85e-06 20201115T100300&6.43e-06 20201115T102100&6.855e-06 20201115T115700&6.54e-06 20201115T122700&6.72e-06 20201115T124800&6.375e-06 20201115T145700&6.945e-06 20201115T152400&6.775e-06 20201115T154500&8.04e-06 20201115T164200&7.585e-06 20201115T164500&8.285e-06 20201115T165100&7.87e-06 20201115T170300&8.625e-06 20201115T173300&8.065e-06 20201115T175400&8.96e-06 20201115T182700&8.575e-06 20201115T183300&9.325e-06 20201115T184500&8.675e-06 20201115T190900&8.975e-06 20201115T192700&7.905e-06 20201115T200600&8.145e-06 20201115T201500&7.755e-06 20201115T202700&8.71e-06 20201115T210900&8.325e-06 20201115T212100&8.61e-06 20201115T213900&7.99e-06 20201115T221500&8.465e-06 20201115T230000&8.26e-06 20201115T231200&8.85e-06 20201116T000000&8.325e-06 20201116T002100&8.5e-06 20201116T002700&8.23e-06 20201116T003300&8.515e-06 20201116T005100&7.77e-06 20201116T023300&8.27e-06 20201116T032100&7.92e-06 20201116T044100&8.675e-06 20201116T051900&8.445e-06 20201116T053300&8.64e-06 20201116T054000&8.435e-06 20201116T054800&9.775e-06 20201116T064100&9.435e-06 20201116T065000&1.0315e-05 20201116T065900&1.0025e-05 20201116T070100&1.1635e-05 20201116T072200&1.073e-05 20201116T073100&1.1135e-05 20201116T073700&1.087e-05 20201116T074100&1.1535e-05 20201116T075200&1.086e-05 20201116T080600&1.1355e-05 20201116T082500&9.97e-06 20201116T084800&1.03e-05 20201116T090000&1.0075e-05 20201116T090600&1.0995e-05 20201116T094100&9.71e-06 20201116T101900&1.016e-05 20201116T102700&9.885e-06 20201116T103000&1.02e-05 20201116T110000&9.71e-06 20201116T113300&1.0075e-05 20201116T114100&9.865e-06 20201116T114600&1.035e-05 20201116T115900&9.99e-06 20201116T120300&1.0685e-05 20201116T121200&1.0455e-05 20201116T121600&1.0715e-05 20201116T122200&1.014e-05 20201116T124500&1.086e-05 20201116T131800&9.93e-06 20201116T142500&1.029e-05 20201116T144000&9.835e-06 20201116T145400&1.047e-05 20201116T155200&9.775e-06 20201116T161900&1.0145e-05 20201116T163500&9.925e-06 20201116T170200&1.0905e-05 20201116T173400&1.054e-05 20201116T174300&1.113e-05 20201116T175800&1.075e-05 20201116T180100&1.097e-05 20201116T180700&1.0535e-05 20201116T181700&1.0845e-05 20201116T182500&1.047e-05 20201116T182900&1.0695e-05 20201116T184600&1.0225e-05 20201116T190100&1.047e-05 20201116T194300&1.0065e-05 20201116T201000&1.077e-05 20201116T205000&1.013e-05 20201116T211300&1.034e-05 20201116T212645&9.81e-06 20201116T214800|3.52e-06 20201110T013000&3.355e-06 20201110T040000&3.515e-06 20201110T063000&3.26e-06 20201110T120000&3.43e-06 20201110T140000&3.23e-06 20201110T150000&3.445e-06 20201111T000000&3.255e-06 20201111T030000&4.015e-06 20201111T093000&3.855e-06 20201111T103000&4.285e-06 20201111T150000&3.615e-06 20201112T000000&4.055e-06 20201112T013000&3.895e-06 20201112T043000&4.745e-06 20201112T073000&4.545e-06 20201112T080000&4.81e-06 20201112T090000&4.28e-06 20201112T123000&4.61e-06 20201112T143000&4.27e-06 20201112T160000&4.415e-06 20201112T170000&3.94e-06 20201113T003000&4.605e-06 20201113T100000&4.45e-06 20201113T113000&5.21e-06 20201113T190000&5.03e-06 20201113T203000&5.52e-06 20201114T030000&5.175e-06 20201114T050000&6.445e-06 20201114T130000&5.56e-06 20201114T160000&5.86e-06 20201114T163000&5.42e-06 20201114T194500&6.185e-06 20201114T225400&5.675e-06 20201115T001200&6.34e-06 20201115T040600&6.14e-06 20201115T061500&6.96e-06 20201115T083300&6.58e-06 20201115T093900&6.85e-06 20201115T100300&6.43e-06 20201115T102100&6.855e-06 20201115T115700&6.375e-06 20201115T145700&8.04e-06 20201115T164200&7.585e-06 20201115T164500&8.285e-06 20201115T165100&7.87e-06 20201115T170300&8.625e-06 20201115T173300&8.065e-06 20201115T175400&8.96e-06 20201115T182700&8.575e-06 20201115T183300&9.325e-06 20201115T184500&8.675e-06 20201115T190900&8.975e-06 20201115T192700&7.905e-06 20201115T200600&8.145e-06 20201115T201500&7.755e-06 20201115T202700&8.71e-06 20201115T210900&8.325e-06 20201115T212100&8.61e-06 20201115T213900&7.99e-06 20201115T221500&8.85e-06 20201116T000000&8.23e-06 20201116T003300&8.515e-06 20201116T005100&7.77e-06 20201116T023300&8.27e-06 20201116T032100&7.92e-06 20201116T044100&9.775e-06 20201116T064100&9.435e-06 20201116T065000&1.1635e-05 20201116T072200&1.073e-05 20201116T073100&1.1535e-05 20201116T075200&1.086e-05 20201116T080600&1.1355e-05 20201116T082500&9.97e-06 20201116T084800&1.0995e-05 20201116T094100&9.71e-06 20201116T101900&1.02e-05 20201116T110000&9.71e-06 20201116T113300&1.035e-05 20201116T115900&9.99e-06 20201116T120300&1.0715e-05 20201116T122200&1.014e-05 20201116T124500&1.086e-05 20201116T131800&9.93e-06 20201116T142500&1.029e-05 20201116T144000&9.835e-06 20201116T145400&1.047e-05 20201116T155200&9.775e-06 20201116T161900&1.0905e-05 20201116T173400&1.054e-05 20201116T174300&1.113e-05 20201116T175800&1.0065e-05 20201116T201000&1.077e-05 20201116T205000&9.81e-06 20201116T214800|3.52e-06 20201110T013000&3.355e-06 20201110T040000&3.515e-06 20201110T063000&3.26e-06 20201110T120000&3.43e-06 20201110T140000&3.23e-06 20201110T150000&3.445e-06 20201111T000000&3.255e-06 20201111T030000&4.285e-06 20201111T150000&3.615e-06 20201112T000000&4.745e-06 20201112T073000&4.545e-06 20201112T080000&4.81e-06 20201112T090000&4.28e-06 20201112T123000&4.61e-06 20201112T143000&3.94e-06 20201113T003000&5.52e-06 20201114T030000&5.175e-06 20201114T050000&6.445e-06 20201114T130000&5.56e-06 20201114T160000&5.86e-06 20201114T163000&5.42e-06 20201114T194500&6.185e-06 20201114T225400&5.675e-06 20201115T001200&6.96e-06 20201115T083300&6.58e-06 20201115T093900&6.85e-06 20201115T100300&6.43e-06 20201115T102100&6.855e-06 20201115T115700&6.375e-06 20201115T145700&8.04e-06 20201115T164200&7.585e-06 20201115T164500&8.285e-06 20201115T165100&7.87e-06 20201115T170300&8.625e-06 20201115T173300&8.065e-06 20201115T175400&8.96e-06 20201115T182700&8.575e-06 20201115T183300&9.325e-06 20201115T184500&7.755e-06 20201115T202700&8.71e-06 20201115T210900&7.99e-06 20201115T221500&8.85e-06 20201116T000000&7.77e-06 20201116T023300&8.27e-06 20201116T032100&7.92e-06 20201116T044100&1.1635e-05 20201116T072200&1.073e-05 20201116T073100&1.1535e-05 20201116T075200&1.086e-05 20201116T080600&1.1355e-05 20201116T082500&9.97e-06 20201116T084800&1.0995e-05 20201116T094100&9.71e-06 20201116T101900&1.02e-05 20201116T110000&9.71e-06 20201116T113300&1.0715e-05 20201116T122200&1.014e-05 20201116T124500&1.086e-05 20201116T131800&9.835e-06 20201116T145400&1.047e-05 20201116T155200&9.775e-06 20201116T161900&1.113e-05 20201116T175800&1.0065e-05 20201116T201000&1.077e-05 20201116T205000&9.81e-06 20201116T214800|3.52e-06 20201110T013000&3.26e-06 20201110T120000&3.43e-06 20201110T140000&3.23e-06 20201110T150000&3.445e-06 20201111T000000&3.255e-06 20201111T030000&4.285e-06 20201111T150000&3.615e-06 20201112T000000&4.81e-06 20201112T090000&4.28e-06 20201112T123000&4.61e-06 20201112T143000&3.94e-06 20201113T003000&5.52e-06 20201114T030000&5.175e-06 20201114T050000&6.445e-06 20201114T130000&5.56e-06 20201114T160000&5.86e-06 20201114T163000&5.42e-06 20201114T194500&6.185e-06 20201114T225400&5.675e-06 20201115T001200&6.96e-06 20201115T083300&6.43e-06 20201115T102100&6.855e-06 20201115T115700&6.375e-06 20201115T145700&8.04e-06 20201115T164200&7.585e-06 20201115T164500&8.285e-06 20201115T165100&7.87e-06 20201115T170300&8.625e-06 20201115T173300&8.065e-06 20201115T175400&9.325e-06 20201115T184500&7.755e-06 20201115T202700&8.71e-06 20201115T210900&7.99e-06 20201115T221500&8.85e-06 20201116T000000&7.77e-06 20201116T023300&1.1635e-05 20201116T072200&1.073e-05 20201116T073100&1.1535e-05 20201116T075200&9.97e-06 20201116T084800&1.0995e-05 20201116T094100&9.71e-06 20201116T101900&1.0715e-05 20201116T122200&1.014e-05 20201116T124500&1.086e-05 20201116T131800&9.835e-06 20201116T145400&1.047e-05 20201116T155200&9.775e-06 20201116T161900&1.113e-05 20201116T175800&1.0065e-05 20201116T201000&1.077e-05 20201116T205000&9.81e-06 20201116T214800|3.52e-06 20201110T013000&3.23e-06 20201110T150000&4.285e-06 20201111T150000&3.615e-06 20201112T000000&4.81e-06 20201112T090000&4.28e-06 20201112T123000&4.61e-06 20201112T143000&3.94e-06 20201113T003000&5.52e-06 20201114T030000&5.175e-06 20201114T050000&6.445e-06 20201114T130000&5.42e-06 20201114T194500&6.185e-06 20201114T225400&5.675e-06 20201115T001200&6.96e-06 20201115T083300&6.43e-06 20201115T102100&6.855e-06 20201115T115700&6.375e-06 20201115T145700&8.625e-06 20201115T173300&8.065e-06 20201115T175400&9.325e-06 20201115T184500&7.755e-06 20201115T202700&8.71e-06 20201115T210900&7.99e-06 20201115T221500&8.85e-06 20201116T000000&7.77e-06 20201116T023300&1.1635e-05 20201116T072200&1.073e-05 20201116T073100&1.1535e-05 20201116T075200&9.97e-06 20201116T084800&1.0995e-05 20201116T094100&9.71e-06 20201116T101900&1.086e-05 20201116T131800&9.835e-06 20201116T145400&1.047e-05 20201116T155200&9.775e-06 20201116T161900&1.113e-05 20201116T175800&1.0065e-05 20201116T201000&1.077e-05 20201116T205000&9.81e-06 20201116T214800|3.52e-06 20201110T013000&3.23e-06 20201110T150000&4.285e-06 20201111T150000&3.615e-06 20201112T000000&4.81e-06 20201112T090000&4.28e-06 20201112T123000&4.61e-06 20201112T143000&3.94e-06 20201113T003000&6.445e-06 20201114T130000&5.42e-06 20201114T194500&6.185e-06 20201114T225400&5.675e-06 20201115T001200&6.96e-06 20201115T083300&6.375e-06 20201115T145700&9.325e-06 20201115T184500&7.755e-06 20201115T202700&8.71e-06 20201115T210900&7.99e-06 20201115T221500&8.85e-06 20201116T000000&7.77e-06 20201116T023300&1.1635e-05 20201116T072200&1.073e-05 20201116T073100&1.1535e-05 20201116T075200&9.97e-06 20201116T084800&1.0995e-05 20201116T094100&9.71e-06 20201116T101900&1.086e-05 20201116T131800&9.775e-06 20201116T161900&1.113e-05 20201116T175800&1.0065e-05 20201116T201000&9.81e-06 20201116T214800|3.52e-06 20201110T013000&3.23e-06 20201110T150000&4.285e-06 20201111T150000&3.615e-06 20201112T000000&4.81e-06 20201112T090000&3.94e-06 20201113T003000&6.445e-06 20201114T130000&5.42e-06 20201114T194500&6.185e-06 20201114T225400&5.675e-06 20201115T001200&6.96e-06 20201115T083300&6.375e-06 20201115T145700&9.325e-06 20201115T184500&7.755e-06 20201115T202700&8.71e-06 20201115T210900&7.99e-06 20201115T221500&8.85e-06 20201116T000000&7.77e-06 20201116T023300&1.1635e-05 20201116T072200&9.97e-06 20201116T084800&1.0995e-05 20201116T094100&9.71e-06 20201116T101900&1.086e-05 20201116T131800&9.775e-06 20201116T161900&1.113e-05 20201116T175800&9.81e-06 20201116T214800,7.2,1.80662,1.72235,0.319444,0.0361325,0.00215478,0.129141,0.263374,0.0596354
